   name1,name2,street1,street2,city,state,zip,zip4,county,phone,intake_prompt,intake1,intake2,website,latitude,longitude,type_facility,last_update,mh,psy,rtcc,rtca,ores,ph,omh,cmhc,msnh,ipt,cft,gt,cbt,dbt,bmt,idd,tt,at,ect,ptm,tele,smon,smpd,smop,hi,res,phdt,op,pvt,vamc,sma,osg,lmg,tbg,ih,sf,md,mc,si,pi,mi,smha,swfs,scjj,sef,osf,clf,csbg,cmhg,vaf,cit,wi,ss,pa,ah,sp,nx,fx,co,gl,vet,adm,mf,cj,se,hv,trma,sed,smi,alz,ptsd,tbi,tay,ped,act,icm,cm,cdm,peer,coot,dec,es,fpsy,hs,imr,ipc,lad,nrt,nsc,prs,stu,sps,semp,sh,tpc,tcc,vrs,chld,yad,adlt,snr,itu,pvtp,pvtn,fqhc,vo,f17,f19,f25,f28,f30,f31,f35,f36,f37,f4,f42,f43,f47,f66,f67,f70,f81,f92,n13,n18,n23,n24,n40 
Southern Hills Counseling Center,,488 West Hospital Road,,Paoli,IN,47454,,Orange,812-723-4301,,,,http://www.southernhills.org,38.568956,-86.473902,MH,2017-02-27 11:25:37,1,,,,,,,1,,1,1,1,1,1,1,,,,,1,1,,1,,,,,1,,,,,,,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,1,,,1,,1,,,1,,,,,1,1,,,1,,1,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Hope Blount County Childrens,Advocacy Center,212 Cates Street,,Maryville,TN,37801,,Blount,865-981-2000,,,,http://WWW.blountkids.org/,35.7535152,-83.9721181,MH,2017-08-15 16:17:38.667,1,,,,,,1,,,1,1,,1,,,,1,,,,,,1,,,,,1,,,,,,,,,1,,1,1,,,,,,,1,,,,,,,,,1,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Sunrise Opportunities,Milbridge Residence,4 Harbor Lane,,Milbridge,ME,04658,,Washington,207-546-3442,,,,http://,44.536095,-67.879916,MH,2017-02-27 11:25:37,1,,,1,,,,,,1,,,1,1,1,1,,1,,1,,,1,,,1,,,,,,,,,,1,1,1,1,1,,1,1,,,1,1,1,1,1,1,,,,,,,,1,,,,,,1,,1,,1,1,1,,,1,,,,,1,,1,,1,,1,1,,1,1,1,,,1,,,1,,,1,1,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Peninsula Behavioral Health,Peninsula Outpatient Center,210 Simmons Street,,Maryville,TN,37801,,Blount,865-970-9800,,,,http://peninsulabehavioralhealth.org,35.752014,-83.978509,MH,2017-02-27 11:25:37,1,,,,,,1,,,1,1,1,1,1,1,1,1,,,1,1,1,,,,,,1,,,,,,,,1,1,1,1,1,1,1,1,,,1,,,,,,1,,,1,,,,1,,,,,,,,,1,,,,,,,,,1,1,,,,,1,1,1,,,,,,1,1,1,,,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Regional Mental Health Center,Merrilville Outpatient,1441 East 84th Place,Borto Building,Merrillville,IN,46410,,Lake,219-794-2000,Intakes,219-736-7200,219-769-4005,http://www.regionalmentalhealth.org,41.4643098,-87.320171,MH,2018-07-24 15:58:30.509,1,,,,,,,1,,1,1,1,1,1,1,1,1,,,1,,1,,,,,,1,,,,,,,,1,1,1,1,1,1,1,1,1,,,,,1,,,,1,,,,,,,,,,,,,,1,1,,,1,,,,,1,1,,,,,,1,,,,,1,1,,1,,,,,1,,1,1,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Communicare Outpatient Clinic,,2025 Bypass Road,,Brandenburg,KY,40108,,Meade,270-422-3971,,888-344-8066,,http://www.communicare.org,37.998959,-86.169414,MH,2017-02-27 11:25:37,1,,,,,,1,,,1,1,1,1,1,1,1,1,1,,1,1,,1,,,,,1,,,,,,,,1,1,1,1,1,1,1,,,,,,,,,1,1,1,1,1,,,,1,,,,,,,,1,1,1,,1,,,,1,1,1,,1,1,,,1,,1,,,,,,,1,1,,,,,1,1,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Adam Benjamin Jr VA CBOC,,9301 Madison Street,,Crown Point,IN,46307,,Lake,312-569-7225,,219-662-5000 x55176,,http://www.chicago.va.gov/locations/Adam_Benjamin_Jr.asp,41.4485593,-87.3384111,MH,2018-03-07 17:08:29.116,1,,,,,,,,,1,1,1,1,,1,1,1,1,,1,1,,1,,,,1,1,,1,,,,,,1,1,1,,1,1,,,,,,,,,1,1,1,,,,,,,1,,1,,1,1,,,,,1,,1,,,,,,1,,1,1,1,1,1,1,,1,,1,1,,1,1,1,,,1,1,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Edgewater Behavioral Health Services,Edgewater Sys for Balanced Living,1100 West 6th Avenue,,Gary,IN,46402,,Lake,219-885-4264,,,,http://www.edgewatersystems.org,41.6005481,-87.3511361,MH,2018-06-12 13:42:58.312,1,,,,,,,1,,1,1,1,1,1,1,1,1,1,,1,,1,,,,,,1,,,,,,,,1,1,1,1,1,1,1,,1,,1,1,1,1,,1,1,1,,1,1,,,1,1,,,,1,,1,,1,1,,1,,,,,1,1,,,,1,1,1,1,1,1,,1,,1,1,1,,1,,1,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Methodist Hosp/North Lake Campus,Behavioral Health Services,600 Grant Street,,Gary,IN,46402,,Lake,219-886-4000 x4705,,219-886-4000,,http://www.methodisthospitals.org,41.5994155,-87.3577499,MH,2018-03-30 13:40:24.026,1,1,,,,,,,,1,,1,,,1,1,1,1,,1,,1,,,1,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,,1,,,,,,,1,1,1,1,1,1,1,,1,1,1,,1,,1,,,1,1,,,,1,,,,,,,1,1,,1,1,,,,1,,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Adanta Group,Clinton County Clinic,101 Adanta Circle,,Albany,KY,42602,,Clinton,606-387-7635,,,,http://www.adanta.org/,36.690899,-85.134678,MH,2017-02-27 11:25:37,1,,,,,,,1,,1,1,1,1,1,1,1,1,,,1,1,,1,,,,,1,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,,,1,,,,1,1,1,1,1,1,1,,1,1,1,,1,,1,,1,,1,1,1,1,,,1,1,,,,,,,1,1,1,,,,,1,1,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Foothills Comm Based Intervention,,104 Washington Street,,Albany,KY,42602,,Clinton,606-387-0567,,,,http://,36.690952,-85.135019,MH,2018-05-29 15:43:28.352,1,,,,,,1,,,1,1,1,1,1,1,1,1,,,,,,1,,,,,1,,,,,,,,1,1,,1,1,,,1,1,,,1,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,1,1,1,,,,,,,1,1,,,,,,1,1,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Southlake Mental Health Center Inc,DBA Regional Mental Health Center,8555 Taft Street,Strawhun Building,Merrillville,IN,46410,,Lake,219-769-4005,,219-736-7200,,http://www.regionalmentalhealth.org,41.463374,-87.363371,MH,2017-02-27 11:25:37,1,,,,,,,1,,1,1,1,1,,,1,1,1,,1,,1,,,1,,1,1,,,,,,,,1,1,1,1,1,1,1,1,1,,,,,1,,1,1,1,,,,,,1,,,,,,,,,,1,,,,,,,,1,1,1,1,1,,1,,,1,,1,1,1,1,,1,,,1,1,1,1,1,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,
Anderson/Oconee/Pickens,Comm MH Ctr/Pickens Clinic,337 West Main Street,,Easley,SC,29640,2927,Pickens,864-878-6830,,,,http://www.aop.net,34.82862,-82.607361,MH,2018-03-30 14:08:45.011,1,,,,,,,1,,1,1,1,1,1,1,1,1,1,,1,1,,1,,,,,1,,,,1,,,,1,1,1,1,1,1,,,,,,,,,,1,1,1,,1,,,,1,,,,,,,,,1,1,,,,,,1,1,1,,1,1,,1,1,1,,,,,,1,,1,1,1,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Santee/Wateree Mental Health Center,Children Adolescents and Families,1175 North Guignard Drive,,Sumter,SC,29150,,Sumter,803-775-7898,,,,http://www.dmh.org/,33.949738,-80.381044,MH,2017-02-27 11:25:37,1,,,,,,,1,,1,1,1,1,,,,1,,,1,1,1,,,,,,1,,,1,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,,,1,,,,,,,,,,,,1,1,,,,,,,,,1,,,1,,,1,,,,,,,,,1,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wabash Valley Alliance Inc,Outpatient Service,41 North Long Avenue,,Attica,IN,47918,,Fountain,765-762-6187,,,,http://wvhmhc.org/,40.283812,-87.228484,MH,2017-02-27 11:25:37,1,,,,,,,1,,1,1,1,1,,,,,,,1,,1,,,,,,1,,,,,,,,1,1,1,1,1,1,1,1,1,,1,1,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Edgewater System for Balanced Living,Rapid Access Center,4747 West 24th Avenue,,Gary,IN,46406,,Lake,219-240-8615,Intakes,219-885-4264 x6003,219-885-4264 x6000,http://,41.574606,-87.394746,MH,2018-04-16 16:26:10.593,1,,,1,,,,,,1,1,1,1,1,1,1,1,1,,1,,1,,,,1,,,,,,,,,,1,1,1,1,1,,,,1,,1,1,,1,,1,1,,,,,,,1,,,,,1,,,1,,1,,1,,,,,,1,,1,,1,1,1,,1,,,1,1,,1,1,,,,1,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Santee/Wateree Mental Health Center,Sumter Clinic,215 North Magnolia Street,,Sumter,SC,29151,,Sumter,803-775-9364,,,,http://www.scdmh.org,33.923655,-80.336765,MH,2017-02-27 11:25:37,1,,,,,,,1,,1,1,1,1,,,,1,,,1,1,,1,,,,,1,,,1,,,,,1,1,1,,1,1,,,,,1,,1,,,,1,,,1,,,,1,,,,,,,,,,1,,,,,,,,1,1,1,1,,,,,1,,,,,1,,,1,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Santee/Wateree Mental Health Center,Individual Placement/Support (IPS),215 North Magnolia Street,,Sumter,SC,29150,,Sumter,803-775-9364,,,,http://,33.9235193,-80.336773,MH,2018-03-30 14:08:59.303,1,,,,,,,1,,1,1,1,1,,,,1,1,,1,1,1,,,,,,1,,,1,,,,,1,1,1,1,1,1,1,1,,,,1,1,1,,1,1,,,1,,,,,,,,,,1,,1,1,1,,1,,,,,1,1,1,1,1,,,1,,1,,,,,1,,1,,1,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Santee/Wateree Mental Health Center,Elder Services,215 North Magnolia Street,,Sumter,SC,29150,,Sumter,803-775-9364,,,,http://,33.9235193,-80.336773,MH,2017-08-25 10:24:37.98,1,,,,,,,1,,1,1,1,1,,,1,,,,1,1,,1,,,,,1,,,1,,,,,1,1,1,,1,1,,,,,,,1,,,1,1,,,1,,,,,,,,,,1,,,,,1,,,,,,,1,1,,1,,,1,,1,,,,,1,,1,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beckman Center for Mental Health,Laurens Clinic,442 Professional Park Road,,Clinton,SC,29325,,Laurens,864-938-0912,,,,http://www.beckmancenter.com,34.4819399,-81.9352671,MH,2017-02-27 11:25:37,1,,,,,,,1,,1,1,1,1,,,1,1,,,1,1,,1,,,,,1,,,1,,,,,1,1,1,1,1,1,,,,,,,,,1,1,1,,,1,,,,,,,,,,,,,1,1,,,,1,,,,1,,1,1,1,,1,1,1,,,,,1,,1,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Southern Hills Counseling Center,,523 Main Street,,English,IN,47118,,Crawford,812-338-2756,,,,http://www.southernhills.org,38.3299848,-86.4552709,MH,2017-02-27 11:25:37,1,,,,,,,1,,1,1,1,1,1,1,,,,,1,1,,1,,,,,1,,,,,,,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,1,,,1,,1,,,1,,,,,1,1,,,1,,1,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Campagna Academy,,7403 Cline Avenue,,Schererville,IN,46375,,Lake,219-322-8614,,219-322-8614 x399,,http://www.campagnaacademy.org,41.484493,-87.429524,MH,2017-02-27 11:25:37,1,,1,,,,,,,1,1,1,1,1,1,1,1,1,,1,,1,,,,1,,,,,,,,,,1,1,,,1,,1,1,1,1,1,1,,,,1,,,,,,,,1,1,,,,1,,,1,1,,,1,,,,1,1,1,,1,,1,1,1,1,,1,,,,1,1,1,1,,1,,1,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Morgan County Medical Center,Behavioral Health,224 Old Mill Road,P.O. Box 408,Wartburg,TN,37887,,Morgan,423-346-6221 x224,Intakes,423-346-6221 x352,423-346-6221 x237,http://www.ridgeview.com,36.1006995,-84.591737,MH,2018-06-12 14:04:28.339,1,,,,,,1,,,1,1,1,1,,1,1,1,1,,1,,1,,,,,,1,,,,,,,,1,1,1,1,1,1,1,,1,,1,1,1,1,1,1,,1,1,,,,,1,,,,,,,,,,1,,,,1,,,,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,1,,1,1,1,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,
Columbia Area Mental Health Center,Insights Young Adult Program,90 Brighton Hill Road,,Columbia,SC,29223,,Richland,803-898-0200,,803-898-8888,,http://www.state.sc.us/dmh/,34.081948,-80.962477,MH,2017-02-27 11:25:37,1,,,,,,,1,,1,1,1,1,1,1,1,,1,,1,,,1,,,,,1,,,,1,,,,1,1,1,1,1,1,1,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,1,,1,1,1,,1,1,,,1,,1,,,,,1,,1,1,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peninsula Behavioral Health,Peninsula Outpatient Center/Loudon,423 Medical Park Drive,Suite 400,Lenoir City,TN,37772,,Loudon,865-970-9800,,,,http://peninsulabehavioralhealth.org,35.8236706,-84.2666563,MH,2018-07-25 10:17:16.292,1,,,,,,1,,,1,1,1,1,,,,,,,1,1,1,,,,,,1,,,,,,,,1,1,1,1,1,1,1,,,,1,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,1,1,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Saint Catherine Hospital,Behavioral Health Services,4321 Fir Street,,East Chicago,IN,46312,,Lake,219-392-7466,Intakes,219-392-7025,219-836-7074,http://www.comhs.org/,41.63466,-87.449011,MH,2017-02-27 11:25:37,1,1,,,,,,,,1,1,1,1,1,1,,,1,1,1,,1,,,1,,1,1,,,,,,,,1,1,1,1,1,1,,1,,,1,,,,,1,,,1,1,1,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,1,1,,1,,,,,1,,,1,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
G Werber Bryan Psychiatric Hospital,,220 Faison Drive,,Columbia,SC,29203,3210,Richland,803-935-7143,,,,http://,34.082407,-80.996119,MH,2017-02-27 11:25:37,1,1,,,,,,,,,,1,1,,1,1,1,1,,1,,1,,,1,,,,,,1,,,,,1,1,1,,1,,1,,,,1,,,,,,,,1,1,1,,,,,,,,1,1,,,1,1,1,,,,,,,1,,1,,1,,,,,1,,,1,,1,,,,,1,,1,1,1,1,,,,,,,,,1,,,,1,,,,,,,,,1,,,,,,
Bryan Psychiatric Hospital Hall Inst,Child and Adolescent Services,220 Faison Drive,,Columbia,SC,29203,,Richland,803-898-1662,,,,http://www.scdmh.org,34.0823923,-80.9960791,MH,2017-02-27 11:25:37,1,1,,,,,,,,1,1,1,1,,1,1,1,1,,1,,1,,,1,,,,,,1,,,,,1,1,,1,1,1,1,1,1,1,,,,,,,,,,1,,,,1,,,,,,,,,1,,,,,,,,,1,,,,,1,,,,,,1,1,,1,1,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Helen Ross McNabb Center,Loudon County,1475 Simpson Road West,Suite 2,Lenoir City,TN,37771,,Loudon,865-635-0242,,,,http://www.mcnabbcenter.org,35.814371,-84.265359,MH,2017-02-27 11:25:37,1,,,,,,1,,,1,1,,1,,1,,1,1,,1,1,,1,,,,,1,,,,,,,,1,1,1,1,1,,1,1,,,,1,1,1,,,,,,1,,,,,,,,,,,,,1,1,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,1,1,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Cherokee Health Systems,Lenoir City Office,501 Adesa Parkway,Suite A-150,Lenoir City,TN,37771,,Loudon,865-986-8082,,866-231-4477,,http://www.cherokeehealth.com,35.8240006,-84.2782355,MH,2017-02-27 11:25:37,1,,,,,,1,,,1,1,1,1,1,1,1,1,,,1,,,1,,,,,1,,,,,,,,1,1,1,1,1,1,,1,1,1,,1,,1,1,,,1,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,1,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Appalachian Community Services,,100 Thomas Heights Road,,Franklin,NC,28734,,Macon,828-524-9385,Intakes,838-837-0071 x0,828-542-9385 x0,http://www.acswnc.com,35.1786503,-83.365791,MH,2018-03-05 14:19:08.538,1,,,,,,1,,,1,1,1,1,1,1,1,1,,,1,1,,1,,,,,1,,,,,,,,1,1,1,1,1,1,1,1,1,,,,1,1,,1,1,1,,1,,,,1,,,,,,,,,,1,,1,,,,,,1,,1,1,,,1,,1,1,,,,1,,1,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Regional Mental Health Center,Lakeside Counseling Center,2600 Highway Avenue,,Highland,IN,46322,,Lake,219-972-0131,Intakes,219-736-7200,219-392-6001,http://www.regionalmentalhealth.org,41.555212,-87.465835,MH,2017-02-27 11:25:37,1,,,,,,,1,,1,1,1,1,1,1,1,1,,,1,,1,,,,,,1,,,,,,,,1,1,1,1,1,1,1,1,,,,,,1,,,,1,,1,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,1,1,,1,,,,,,,1,1,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Beckman Center for Mental Health,Newberry Clinic,2043 Medical Park Drive,,Newberry,SC,29108,,Newberry,803-276-8000,,,,http://www.beckmancenter.com,34.291536,-81.6084469,MH,2017-02-27 11:25:37,1,,,,,,,1,,1,1,1,1,,,1,1,,,1,1,,1,,,,,1,,,1,,,,,1,1,1,1,1,1,1,,,,,,,,1,,1,,,1,,,,,,,,,,,,,1,1,,,,1,,,,1,,1,1,1,,1,1,1,,,,,1,,1,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Regional Mental Health Center,,3903 Indianapolis Boulevard,Building Stark,East Chicago,IN,46312,,Lake,219-398-7050,Intakes,219-736-7200,219-769-4005,http://www.regionalmentalhealth.org,41.641965,-87.480056,MH,2017-02-27 11:25:37,1,,,,,,,1,,1,1,1,1,,1,1,1,,,1,,1,,,,,,1,,,,,,,,1,1,1,1,1,1,1,1,1,,,1,,1,,1,1,1,,,1,,,1,,,,,,,,,,1,,,,,,1,1,1,1,1,1,1,,1,,,1,,1,1,,1,1,1,,,1,1,1,1,1,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,
Kingston Academy,,183 Fiddlers Lane,,Kingston,TN,37763,,Roane,865-376-2296,,865-376-2296 x115,,http://www.sequelyouthservices.com,35.884234,-84.395355,MH,2017-02-27 11:25:37,1,,1,,,,,,,1,1,1,1,,1,,1,,,1,1,1,,,,1,,,,,,,,,,1,1,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton Center Inc,Brazil Office,1211 East National Avenue,,Brazil,IN,47834,,Clay,812-448-8801,,,800-742-0787,http://www.hamiltoncenter.org,39.52655,-87.110935,MH,2017-02-27 11:25:37,1,,,,,,,1,,1,1,1,1,,,,1,,,1,1,1,,,,,,1,,,,,,,,1,1,1,1,1,1,1,1,1,,1,1,,1,1,1,,1,,1,,,,,,,,,,,,,1,1,,,,,,,1,1,,,,,,,,,,,,,1,1,1,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Regional Mental Health Center,Rose Child and Family Services,4016 Hohman Avenue,,Hammond,IN,46327,1239,Lake,219-931-0427,Intakes,219-736-7200,219-392-6001,http://www.regionalmentalhealth.org,41.6409485,-87.5178686,MH,2018-05-08 11:07:43.642,1,,,,,,,1,,1,1,1,1,,1,,1,,,,,1,,,,,,1,,,,,,,,1,1,1,1,1,1,1,1,1,,,,,1,,,,1,,,,,,,,,,,,,,1,1,,,1,,,,,1,1,,,1,,,1,,,,,,,,,,,,,,,1,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Franciscan Alliance Inc,Franciscan Health Dyer,24 Joliet Street,,Dyer,IN,46311,,Lake,800-783-7663,,,219-865-2141 x45013,http://www.franciscanhealth.org/,41.4926573,-87.5244233,MH,2018-03-06 16:11:31.099,1,1,,,,,,,,1,1,1,1,1,1,1,1,1,,1,,1,,,1,1,1,1,,,,,,,,1,1,1,1,1,1,,1,,,1,,,,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,,1,1,1,,1,1,1,,1,1,1,1,1,,1,1,,,,1,,1,1,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Palmetto Health Richland Springs,,11 Medical Park,3301 Harden Street,Columbia,SC,29203,,Richland,803-434-4813,,803-434-4800,,http://www.palmettohealth.org,34.02697,-81.029659,MH,2017-02-27 11:25:37,1,1,,,,,,,,1,1,1,1,1,,1,1,1,,1,,1,,,1,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,,,1,1,,,,1,,,,1,,,,,,1,,,,1,,,,,,,,1,,,,1,,1,1,1,,,1,1,1,1,1,,,,1,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Columbia Area Mental Health Center,Adult Intensive Services,2715 Colonial Drive,,Columbia,SC,29203,,Richland,803-898-4850,,803-898-8888,,http://www.scdmh.org,34.023921,-81.03422,MH,2017-02-27 11:25:37,1,,,,,,,1,,1,1,1,1,1,1,1,1,,,1,1,,1,,,,,1,,,1,,,,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,,1,,,1,1,,,1,,,,,,1,,1,,1,,1,,,1,,1,1,1,1,1,1,,1,1,1,1,,1,1,1,,1,1,1,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Columbia Area Mental Health Center,Behavioral Therapy Program,2715 Colonial Drive,Suite 100,Columbia,SC,29203,,Richland,803-898-1555,,803-898-8888,,http://,34.0236535,-81.0338695,MH,2017-02-27 11:25:37,1,,,,,,,1,,1,1,1,1,1,1,1,1,1,,1,,,1,,,,,1,,,1,,,,,1,1,1,,1,1,1,,,,1,1,1,1,,,1,,,1,1,,,1,,,,,,1,,1,,1,,1,,1,1,,1,1,,1,1,1,,1,,,,,,,1,,1,,1,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Columbia Area Mental Health Center,Child and Adolescent,2715 Colonial Drive,Suite 100,Columbia,SC,29203,,Richland,803-898-4777,,,,http://www.scdmh.org,34.0236535,-81.0338695,MH,2017-02-27 11:25:37,1,,,,,,1,,,1,1,1,1,,1,,1,,,1,1,,1,,,,,1,,,1,,,,,1,1,1,,1,1,1,1,,1,1,1,,,,1,1,1,,1,1,,,1,1,,,1,1,,,1,1,,,1,,,,,,,,,1,,,1,,,,,,,1,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Columbia Area Mental Health Center,Mental Health Court,2715 Colonial Drive,Suite 200-A,Columbia,SC,29203,,Richland,803-898-1555,,803-898-8888,,http://www.state.sc.us/dmh/camhc,34.021781,-81.032365,MH,2017-02-27 11:25:37,1,,,,,,,1,,1,1,1,1,,,,,,,1,,,1,,,,,1,,,1,,,,,1,1,1,1,1,1,1,1,,1,1,1,,1,1,1,,1,,1,,,,,,,,,1,,,,,1,,,,,,1,1,1,,,1,,,1,,,,,,,1,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Metropolitan Family Services,,3062 East 91st Street,,Chicago,IL,60617,,Cook,773-371-2900,,,,http://www.metrofamily.org/,41.7302786,-87.5488951,MH,2018-03-06 16:19:02.931,1,,,,,,,1,,1,1,1,1,1,,,1,,,1,,,1,,,,,1,,,,,,,,1,1,1,,1,1,1,,,,,,,1,,,1,,,,1,,,,,1,1,1,,,,,1,1,,,,,,,,1,,1,,1,,1,,,,1,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Columbia Area Mental Health Center,Adult Clinic Services,2000 Hampton Street,Suite 3116,Columbia,SC,29204,,Richland,803-898-0123,,803-898-8888,,http://www.scdmh.org,34.0092406,-81.0224976,MH,2017-02-27 11:25:37,1,,,,,,,1,,1,1,1,1,,,1,,,,1,,,1,,,,,1,,,1,,,,,1,1,1,1,1,1,1,,1,,1,1,1,1,1,,1,,,1,1,,,,,,,,,1,,,,1,,,,,,,1,1,,,1,1,,1,1,,1,,,,,,,,1,,,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LifeSkills Service Center,,112 Sartin Drive,,Edmonton,KY,42129,,Metcalfe,270-432-4951,,,270-901-5000,http://www.lifeskills.com,36.989745,-85.639398,MH,2017-02-27 11:25:37,1,,,,,,,1,,1,1,1,1,,1,1,1,,,1,1,,1,,,,,1,,,,,,,,1,1,1,1,1,,1,1,,,1,,,,,,,1,,1,,,,1,,,,,,,,1,1,1,,1,,,,,,1,,,1,,,1,,1,,,1,,1,1,1,,,,,,1,1,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Ridgeview,,307 Devonia Street,,Harriman,TN,37748,,Roane,865-882-1164 x1304,Intakes,865-482-1076,865-882-1164,http://www.ridgevw.com,35.9348523,-84.5532789,MH,2018-08-07 13:31:48.717,1,,,,,,1,,,1,1,1,1,,,1,1,,,1,,,1,,,,,1,,,,,,,,1,1,1,1,1,1,1,,1,,,,,1,,1,,,,1,,,,1,,,,,1,,,,,,,,,,,,1,1,,,1,,1,1,,1,,,1,1,1,1,1,1,,,1,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Palmetto Health Baptist Columbia,Behavioral Care Services,1301 Taylor Street,,Columbia,SC,29220,,Richland,803-296-5010,,803-434-4813,,http://www.palmettohealth.org,34.00747,-81.034085,MH,2017-02-27 11:25:37,1,1,,,,,,,,1,,1,1,1,1,1,,1,1,1,,1,,,1,,1,1,,,,,,,,1,1,1,1,1,1,1,1,1,,,1,1,1,1,,1,,,,,,,1,,,,,,,,,,1,,,,,,,,1,,,,1,1,,,,,,1,1,,1,,,,,1,,1,1,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
