County Name,County Code Number,State FIPS Code,County FIPS Code,County Code,Latitude/Longitude,New Diagnoses HIV Disease Count,New Diagnoses HIV Disease Description,Prevalence HIV Disease Count ,Prevalence HIV Disease Description ,New Diagnoses HIV Disease Among IDU Count ,New Diagnoses HIV Disease Among IDU Description ,Prevalence HIV Disease Among IDU Count,Prevalence HIV Disease Among IDU Description,Year
Lycoming,41,42,081,41,"(41.3445979226, -77.069424568)",,Non Report. Suppressed count for Individuals New Diagnoses HIV Disease,220,Individuals with Prevalence HIV Disease,,Non Report. Suppressed count for New Diagnoses HIV Disease among IDU,96,Individuals with Prevalence HIV Disease Among IDU,2014
Lycoming,41,42,081,41,"(41.3445979226, -77.069424568)",5,Individuals with New Diagnoses HIV Disease,223,Individuals with Prevalence HIV Disease,,Non Report. Suppressed count for New Diagnoses HIV Disease among IDU,96,Individuals with  Prevalence HIV Disease Among IDU,2015
Lycoming,41,42,081,41,"(41.3445979226, -77.069424568)",,Non Report. Suppressed count for Individuals New Diagnoses HIV Disease,222,Individuals with Prevalence HIV Disease,,Non Report. Suppressed count for New Diagnoses HIV Disease among IDU,100,Individuals with  Prevalence HIV Disease Among IDU,2013
Lycoming,41,42,081,41,"(41.3445979226, -77.069424568)",7,Individuals with New Diagnoses HIV Disease,222,Individuals with Prevalence HIV Disease,,Non Report. Suppressed count for New Diagnoses HIV Disease among IDU,102,Individuals with Prevalence HIV Disease Among IDU,2012
Mckean,42,42,083,42,"(41.810370736, -78.5712201998)",,Non Report. Suppressed count for Individuals New Diagnoses HIV Disease,27,Individuals with Prevalence HIV Disease,,Non Report. Suppressed count for New Diagnoses HIV Disease among IDU,11,Individuals with  Prevalence HIV Disease Among IDU,2012
Mckean,42,42,083,42,"(41.810370736, -78.5712201998)",,Non Report. Suppressed count for Individuals New Diagnoses HIV Disease,28,Individuals with Prevalence HIV Disease,,Non Report. Suppressed count for New Diagnoses HIV Disease among IDU,12,Individuals with  Prevalence HIV Disease Among IDU,2015
Mckean,42,42,083,42,"(41.810370736, -78.5712201998)",,Non Report. Suppressed count for Individuals New Diagnoses HIV Disease,29,Individuals with Prevalence HIV Disease,,Non Report. Suppressed count for New Diagnoses HIV Disease among IDU,12,Individuals with Prevalence HIV Disease Among IDU,2014
Mckean,42,42,083,42,"(41.810370736, -78.5712201998)",,Non Report. Suppressed count for Individuals New Diagnoses HIV Disease,29,Individuals with Prevalence HIV Disease,,Non Report. Suppressed count for New Diagnoses HIV Disease among IDU,12,Individuals with  Prevalence HIV Disease Among IDU,2016
Mckean,42,42,083,42,"(41.810370736, -78.5712201998)",,Non Report. Suppressed count for Individuals New Diagnoses HIV Disease,29,Individuals with Prevalence HIV Disease,,Non Report. Suppressed count for New Diagnoses HIV Disease among IDU,13,Individuals with  Prevalence HIV Disease Among IDU,2013
Mercer,43,42,085,43,"(41.302377765, -80.2600941079)",,Non Report. Suppressed count for Individuals New Diagnoses HIV Disease,66,Individuals with Prevalence HIV Disease,,Non Report. Suppressed count for New Diagnoses HIV Disease among IDU,9,Individuals with Prevalence HIV Disease Among IDU,2012
Mercer,43,42,085,43,"(41.302377765, -80.2600941079)",,Non Report. Suppressed count for Individuals New Diagnoses HIV Disease,67,Individuals with Prevalence HIV Disease,,Non Report. Suppressed count for New Diagnoses HIV Disease among IDU,9,Individuals with  Prevalence HIV Disease Among IDU,2013
Mercer,43,42,085,43,"(41.302377765, -80.2600941079)",,Non Report. Suppressed count for Individuals New Diagnoses HIV Disease,69,Individuals with Prevalence HIV Disease,,Non Report. Suppressed count for New Diagnoses HIV Disease among IDU,9,Individuals with Prevalence HIV Disease Among IDU,2014
Mercer,43,42,085,43,"(41.302377765, -80.2600941079)",,Non Report. Suppressed count for Individuals New Diagnoses HIV Disease,74,Individuals with Prevalence HIV Disease,,Non Report. Suppressed count for New Diagnoses HIV Disease among IDU,9,Individuals with  Prevalence HIV Disease Among IDU,2016
Mercer,43,42,085,43,"(41.302377765, -80.2600941079)",7,Individuals with New Diagnoses HIV Disease,76,Individuals with Prevalence HIV Disease,,Non Report. Suppressed count for New Diagnoses HIV Disease among IDU,9,Individuals with  Prevalence HIV Disease Among IDU,2015
Mifflin,44,42,087,44,"(40.6127492804, -77.6200308901)",,Non Report. Suppressed count for Individuals New Diagnoses HIV Disease,19,Individuals with Prevalence HIV Disease,,Non Report. Suppressed count for New Diagnoses HIV Disease among IDU,,Non Report. Suppressed count for Prevalence HIV Disease Among IDU,2012
Mifflin,44,42,087,44,"(40.6127492804, -77.6200308901)",,Non Report. Suppressed count for Individuals New Diagnoses HIV Disease,19,Individuals with Prevalence HIV Disease,,Non Report. Suppressed count for New Diagnoses HIV Disease among IDU,5,Individuals with  Prevalence HIV Disease Among IDU,2013
Mifflin,44,42,087,44,"(40.6127492804, -77.6200308901)",,Non Report. Suppressed count for Individuals New Diagnoses HIV Disease,19,Individuals with Prevalence HIV Disease,,Non Report. Suppressed count for New Diagnoses HIV Disease among IDU,5,Individuals with Prevalence HIV Disease Among IDU,2014
Mifflin,44,42,087,44,"(40.6127492804, -77.6200308901)",,Non Report. Suppressed count for Individuals New Diagnoses HIV Disease,19,Individuals with Prevalence HIV Disease,,Non Report. Suppressed count for New Diagnoses HIV Disease among IDU,5,Individuals with Prevalence HIV Disease Among IDU,2015
Mifflin,44,42,087,44,"(40.6127492804, -77.6200308901)",,Non Report. Suppressed count for Individuals New Diagnoses HIV Disease,19,Individuals with Prevalence HIV Disease,,Non Report. Suppressed count for New Diagnoses HIV Disease among IDU,5,Individuals with  Prevalence HIV Disease Among IDU,2016
Monroe,45,42,089,45,"(41.0609178653, -75.3408360302)",14,Individuals with New Diagnoses HIV Disease,266,Individuals with Prevalence HIV Disease,,Non Report. Suppressed count for New Diagnoses HIV Disease among IDU,35,Individuals with Prevalence HIV Disease Among IDU,2012
Monroe,45,42,089,45,"(41.0609178653, -75.3408360302)",17,Individuals with New Diagnoses HIV Disease,280,Individuals with Prevalence HIV Disease,,Non Report. Suppressed count for New Diagnoses HIV Disease among IDU,37,Individuals with  Prevalence HIV Disease Among IDU,2013
Monroe,45,42,089,45,"(41.0609178653, -75.3408360302)",11,Individuals with New Diagnoses HIV Disease,291,Individuals with Prevalence HIV Disease,,Non Report. Suppressed count for New Diagnoses HIV Disease among IDU,37,Individuals with Prevalence HIV Disease Among IDU,2015
Monroe,45,42,089,45,"(41.0609178653, -75.3408360302)",10,Individuals with New Diagnoses HIV Disease,299,Individuals with Prevalence HIV Disease,,Non Report. Suppressed count for New Diagnoses HIV Disease among IDU,37,Individuals with  Prevalence HIV Disease Among IDU,2016
Monroe,45,42,089,45,"(41.0609178653, -75.3408360302)",9,Individuals with New Diagnoses HIV Disease,285,Individuals with Prevalence HIV Disease,,Non Report. Suppressed count for New Diagnoses HIV Disease among IDU,38,Individuals with  Prevalence HIV Disease Among IDU,2014
Montgomery,46,42,091,46,"(40.209898739, -75.3725200072)",23,Individuals with New Diagnoses HIV Disease,1131,Individuals with Prevalence HIV Disease,,Non Report. Suppressed count for New Diagnoses HIV Disease among IDU,217,Individuals with  Prevalence HIV Disease Among IDU,2016
Montgomery,46,42,091,46,"(40.209898739, -75.3725200072)",70,Individuals with New Diagnoses HIV Disease,1073,Individuals with Prevalence HIV Disease,,Non Report. Suppressed count for New Diagnoses HIV Disease among IDU,221,Individuals with  Prevalence HIV Disease Among IDU,2013
Montgomery,46,42,091,46,"(40.209898739, -75.3725200072)",46,Individuals with New Diagnoses HIV Disease,1103,Individuals with Prevalence HIV Disease,,Non Report. Suppressed count for New Diagnoses HIV Disease among IDU,221,Individuals with Prevalence HIV Disease Among IDU,2014
Montgomery,46,42,091,46,"(40.209898739, -75.3725200072)",36,Individuals with New Diagnoses HIV Disease,1126,Individuals with Prevalence HIV Disease,,Non Report. Suppressed count for New Diagnoses HIV Disease among IDU,221,Individuals with  Prevalence HIV Disease Among IDU,2015
Montgomery,46,42,091,46,"(40.209898739, -75.3725200072)",48,Individuals with New Diagnoses HIV Disease,1021,Individuals with Prevalence HIV Disease,,Non Report. Suppressed count for New Diagnoses HIV Disease among IDU,222,Individuals with Prevalence HIV Disease Among IDU,2012
Montour,47,42,093,47,"(41.0280182438, -76.6647052668)",,Non Report. Suppressed count for Individuals New Diagnoses HIV Disease,17,Individuals with Prevalence HIV Disease,,Non Report. Suppressed count for New Diagnoses HIV Disease among IDU,,Non Report. Suppressed count for Prevalence HIV Disease Among IDU,2012
Montour,47,42,093,47,"(41.0280182438, -76.6647052668)",,Non Report. Suppressed count for Individuals New Diagnoses HIV Disease,17,Individuals with Prevalence HIV Disease,,Non Report. Suppressed count for New Diagnoses HIV Disease among IDU,,Non Report. Suppressed count for Prevalence HIV Disease Among IDU,2013
Montour,47,42,093,47,"(41.0280182438, -76.6647052668)",,Non Report. Suppressed count for Individuals New Diagnoses HIV Disease,17,Individuals with Prevalence HIV Disease,,Non Report. Suppressed count for New Diagnoses HIV Disease among IDU,,Non Report. Suppressed count for Prevalence HIV Disease Among IDU,2014
Montour,47,42,093,47,"(41.0280182438, -76.6647052668)",,Non Report. Suppressed count for Individuals New Diagnoses HIV Disease,17,Individuals with Prevalence HIV Disease,,Non Report. Suppressed count for New Diagnoses HIV Disease among IDU,,Non Report. Suppressed count for Prevalence HIV Disease Among IDU,2015
Montour,47,42,093,47,"(41.0280182438, -76.6647052668)",,Non Report. Suppressed count for Individuals New Diagnoses HIV Disease,18,Individuals with Prevalence HIV Disease,,Non Report. Suppressed count for New Diagnoses HIV Disease among IDU,,Non Report. Suppressed count for Prevalence HIV Disease Among IDU,2016
Northampton,48,42,095,48,"(40.754595404, -75.3126372576)",,Non Report. Suppressed count for Individuals New Diagnoses HIV Disease,408,Individuals with Prevalence HIV Disease,,Non Report. Suppressed count for New Diagnoses HIV Disease among IDU,128,Individuals with Prevalence HIV Disease Among IDU,2016
Northampton,48,42,095,48,"(40.754595404, -75.3126372576)",9,Individuals with New Diagnoses HIV Disease,407,Individuals with Prevalence HIV Disease,,Non Report. Suppressed count for New Diagnoses HIV Disease among IDU,129,Individuals with  Prevalence HIV Disease Among IDU,2015
Northampton,48,42,095,48,"(40.754595404, -75.3126372576)",,Non Report. Suppressed count for Individuals New Diagnoses HIV Disease,384,Individuals with Prevalence HIV Disease,,Non Report. Suppressed count for New Diagnoses HIV Disease among IDU,131,Individuals with  Prevalence HIV Disease Among IDU,2012
Northampton,48,42,095,48,"(40.754595404, -75.3126372576)",25,Individuals with New Diagnoses HIV Disease,405,Individuals with Prevalence HIV Disease,,Non Report. Suppressed count for New Diagnoses HIV Disease among IDU,131,Individuals with  Prevalence HIV Disease Among IDU,2013
Northampton,48,42,095,48,"(40.754595404, -75.3126372576)",5,Individuals with New Diagnoses HIV Disease,406,Individuals with Prevalence HIV Disease,,Non Report. Suppressed count for New Diagnoses HIV Disease among IDU,132,Individuals with  Prevalence HIV Disease Among IDU,2014
Northumberland,49,42,097,49,"(40.8515092572, -76.7118842273)",,Non Report. Suppressed count for Individuals New Diagnoses HIV Disease,77,Individuals with Prevalence HIV Disease,,Non Report. Suppressed count for New Diagnoses HIV Disease among IDU,25,Individuals with  Prevalence HIV Disease Among IDU,2014
Northumberland,49,42,097,49,"(40.8515092572, -76.7118842273)",,Non Report. Suppressed count for Individuals New Diagnoses HIV Disease,79,Individuals with Prevalence HIV Disease,,Non Report. Suppressed count for New Diagnoses HIV Disease among IDU,25,Individuals with Prevalence HIV Disease Among IDU,2015
Northumberland,49,42,097,49,"(40.8515092572, -76.7118842273)",,Non Report. Suppressed count for Individuals New Diagnoses HIV Disease,80,Individuals with Prevalence HIV Disease,,Non Report. Suppressed count for New Diagnoses HIV Disease among IDU,25,Individuals with  Prevalence HIV Disease Among IDU,2016
Northumberland,49,42,097,49,"(40.8515092572, -76.7118842273)",,Non Report. Suppressed count for Individuals New Diagnoses HIV Disease,77,Individuals with Prevalence HIV Disease,,Non Report. Suppressed count for New Diagnoses HIV Disease among IDU,26,Individuals with  Prevalence HIV Disease Among IDU,2013
Northumberland,49,42,097,49,"(40.8515092572, -76.7118842273)",,Non Report. Suppressed count for Individuals New Diagnoses HIV Disease,75,Individuals with Prevalence HIV Disease,,Non Report. Suppressed count for New Diagnoses HIV Disease among IDU,27,Individuals with Prevalence HIV Disease Among IDU,2012
Perry,50,42,099,50,"(40.4041531744, -77.2590738496)",,Non Report. Suppressed count for Individuals New Diagnoses HIV Disease,27,Individuals with Prevalence HIV Disease,,Non Report. Suppressed count for New Diagnoses HIV Disease among IDU,5,Individuals with Prevalence HIV Disease Among IDU,2012
Perry,50,42,099,50,"(40.4041531744, -77.2590738496)",,Non Report. Suppressed count for Individuals New Diagnoses HIV Disease,29,Individuals with Prevalence HIV Disease,,Non Report. Suppressed count for New Diagnoses HIV Disease among IDU,5,Individuals with  Prevalence HIV Disease Among IDU,2013
Perry,50,42,099,50,"(40.4041531744, -77.2590738496)",,Non Report. Suppressed count for Individuals New Diagnoses HIV Disease,31,Individuals with Prevalence HIV Disease,,Non Report. Suppressed count for New Diagnoses HIV Disease among IDU,5,Individuals with Prevalence HIV Disease Among IDU,2014
Perry,50,42,099,50,"(40.4041531744, -77.2590738496)",,Non Report. Suppressed count for Individuals New Diagnoses HIV Disease,33,Individuals with Prevalence HIV Disease,,Non Report. Suppressed count for New Diagnoses HIV Disease among IDU,6,Individuals with  Prevalence HIV Disease Among IDU,2015
Perry,50,42,099,50,"(40.4041531744, -77.2590738496)",,Non Report. Suppressed count for Individuals New Diagnoses HIV Disease,33,Individuals with Prevalence HIV Disease,,Non Report. Suppressed count for New Diagnoses HIV Disease among IDU,6,Individuals with Prevalence HIV Disease Among IDU,2016
Philadelphia,51,42,101,51,"(40.0044435384, -75.140236002)",382,Individuals with New Diagnoses HIV Disease,18259,Individuals with Prevalence HIV Disease,28,Individuals with New Diagnoses HIV Disease among IDU,4563,Individuals with  Prevalence HIV Disease Among IDU,2016
Philadelphia,51,42,101,51,"(40.0044435384, -75.140236002)",534,Individuals with New Diagnoses HIV Disease,18118,Individuals with Prevalence HIV Disease,31,Individuals with New Diagnoses HIV Disease among IDU,4627,Individuals with Prevalence HIV Disease Among IDU,2015
Philadelphia,51,42,101,51,"(40.0044435384, -75.140236002)",563,Individuals with New Diagnoses HIV Disease,17861,Individuals with Prevalence HIV Disease,46,Individuals with New Diagnoses HIV Disease among IDU,4712,Individuals with  Prevalence HIV Disease Among IDU,2014
Philadelphia,51,42,101,51,"(40.0044435384, -75.140236002)",637,Individuals with New Diagnoses HIV Disease,17630,Individuals with Prevalence HIV Disease,51,Individuals with New Diagnoses HIV Disease among IDU,4806,Individuals with Prevalence HIV Disease Among IDU,2013
Philadelphia,51,42,101,51,"(40.0044435384, -75.140236002)",735,Individuals with New Diagnoses HIV Disease,17348,Individuals with Prevalence HIV Disease,92,Individuals with New Diagnoses HIV Disease among IDU,4905,Individuals with  Prevalence HIV Disease Among IDU,2012
Pike,52,42,103,52,"(41.332571995, -75.0327092448)",,Non Report. Suppressed count for Individuals New Diagnoses HIV Disease,81,Individuals with Prevalence HIV Disease,,Non Report. Suppressed count for New Diagnoses HIV Disease among IDU,19,Individuals with  Prevalence HIV Disease Among IDU,2012
Pike,52,42,103,52,"(41.332571995, -75.0327092448)",12,Individuals with New Diagnoses HIV Disease,92,Individuals with Prevalence HIV Disease,,Non Report. Suppressed count for New Diagnoses HIV Disease among IDU,20,Individuals with Prevalence HIV Disease Among IDU,2013
Pike,52,42,103,52,"(41.332571995, -75.0327092448)",,Non Report. Suppressed count for Individuals New Diagnoses HIV Disease,94,Individuals with Prevalence HIV Disease,,Non Report. Suppressed count for New Diagnoses HIV Disease among IDU,20,Individuals with  Prevalence HIV Disease Among IDU,2014
Pike,52,42,103,52,"(41.332571995, -75.0327092448)",,Non Report. Suppressed count for Individuals New Diagnoses HIV Disease,95,Individuals with Prevalence HIV Disease,,Non Report. Suppressed count for New Diagnoses HIV Disease among IDU,20,Individuals with Prevalence HIV Disease Among IDU,2015
Pike,52,42,103,52,"(41.332571995, -75.0327092448)",,Non Report. Suppressed count for Individuals New Diagnoses HIV Disease,97,Individuals with Prevalence HIV Disease,,Non Report. Suppressed count for New Diagnoses HIV Disease among IDU,20,Individuals with  Prevalence HIV Disease Among IDU,2016
Potter,53,42,105,53,"(41.7442064382, -77.8987922939)",,Non Report. Suppressed count for Individuals New Diagnoses HIV Disease,,Non Report. Suppressed count for Individuals Prevalence HIV Disease,,Non Report. Suppressed count for New Diagnoses HIV Disease among IDU,,Non Report. Suppressed count for Prevalence HIV Disease Among IDU,2012
Potter,53,42,105,53,"(41.7442064382, -77.8987922939)",,Non Report. Suppressed count for Individuals New Diagnoses HIV Disease,,Non Report. Suppressed count for Individuals Prevalence HIV Disease,,Non Report. Suppressed count for New Diagnoses HIV Disease among IDU,,Non Report. Suppressed count for Prevalence HIV Disease Among IDU,2013
Potter,53,42,105,53,"(41.7442064382, -77.8987922939)",,Non Report. Suppressed count for Individuals New Diagnoses HIV Disease,,Non Report. Suppressed count for Individuals Prevalence HIV Disease,,Non Report. Suppressed count for New Diagnoses HIV Disease among IDU,,Non Report. Suppressed count for Prevalence HIV Disease Among IDU,2014
Potter,53,42,105,53,"(41.7442064382, -77.8987922939)",,Non Report. Suppressed count for Individuals New Diagnoses HIV Disease,,Non Report. Suppressed count for Individuals Prevalence HIV Disease,,Non Report. Suppressed count for New Diagnoses HIV Disease among IDU,,Non Report. Suppressed count for Prevalence HIV Disease Among IDU,2015
Potter,53,42,105,53,"(41.7442064382, -77.8987922939)",,Non Report. Suppressed count for Individuals New Diagnoses HIV Disease,,Non Report. Suppressed count for Individuals Prevalence HIV Disease,,Non Report. Suppressed count for New Diagnoses HIV Disease among IDU,,Non Report. Suppressed count for Prevalence HIV Disease Among IDU,2016
Schuylkill,54,42,107,54,"(40.707512431, -76.223323851)",5,Individuals with New Diagnoses HIV Disease,140,Individuals with Prevalence HIV Disease,,Non Report. Suppressed count for New Diagnoses HIV Disease among IDU,52,Individuals with  Prevalence HIV Disease Among IDU,2016
Schuylkill,54,42,107,54,"(40.707512431, -76.223323851)",,Non Report. Suppressed count for Individuals New Diagnoses HIV Disease,139,Individuals with Prevalence HIV Disease,,Non Report. Suppressed count for New Diagnoses HIV Disease among IDU,53,Individuals with Prevalence HIV Disease Among IDU,2015
Schuylkill,54,42,107,54,"(40.707512431, -76.223323851)",,Non Report. Suppressed count for Individuals New Diagnoses HIV Disease,139,Individuals with Prevalence HIV Disease,,Non Report. Suppressed count for New Diagnoses HIV Disease among IDU,55,Individuals with Prevalence HIV Disease Among IDU,2014
Schuylkill,54,42,107,54,"(40.707512431, -76.223323851)",6,Individuals with New Diagnoses HIV Disease,140,Individuals with Prevalence HIV Disease,,Non Report. Suppressed count for New Diagnoses HIV Disease among IDU,59,Individuals with  Prevalence HIV Disease Among IDU,2013
Schuylkill,54,42,107,54,"(40.707512431, -76.223323851)",8,Individuals with New Diagnoses HIV Disease,137,Individuals with Prevalence HIV Disease,,Non Report. Suppressed count for New Diagnoses HIV Disease among IDU,60,Individuals with Prevalence HIV Disease Among IDU,2012
Snyder,55,42,109,55,"(40.7711373692, -77.0725596804)",,Non Report. Suppressed count for Individuals New Diagnoses HIV Disease,17,Individuals with Prevalence HIV Disease,,Non Report. Suppressed count for New Diagnoses HIV Disease among IDU,7,Individuals with Prevalence HIV Disease Among IDU,2012
Snyder,55,42,109,55,"(40.7711373692, -77.0725596804)",,Non Report. Suppressed count for Individuals New Diagnoses HIV Disease,17,Individuals with Prevalence HIV Disease,,Non Report. Suppressed count for New Diagnoses HIV Disease among IDU,7,Individuals with  Prevalence HIV Disease Among IDU,2013
Snyder,55,42,109,55,"(40.7711373692, -77.0725596804)",,Non Report. Suppressed count for Individuals New Diagnoses HIV Disease,18,Individuals with Prevalence HIV Disease,,Non Report. Suppressed count for New Diagnoses HIV Disease among IDU,7,Individuals with Prevalence HIV Disease Among IDU,2014
Snyder,55,42,109,55,"(40.7711373692, -77.0725596804)",,Non Report. Suppressed count for Individuals New Diagnoses HIV Disease,18,Individuals with Prevalence HIV Disease,,Non Report. Suppressed count for New Diagnoses HIV Disease among IDU,7,Individuals with  Prevalence HIV Disease Among IDU,2015
Snyder,55,42,109,55,"(40.7711373692, -77.0725596804)",,Non Report. Suppressed count for Individuals New Diagnoses HIV Disease,20,Individuals with Prevalence HIV Disease,,Non Report. Suppressed count for New Diagnoses HIV Disease among IDU,7,Individuals with Prevalence HIV Disease Among IDU,2016
Somerset,56,42,111,56,"(39.9714629901, -79.0310020611)",,Non Report. Suppressed count for Individuals New Diagnoses HIV Disease,85,Individuals with Prevalence HIV Disease,,Non Report. Suppressed count for New Diagnoses HIV Disease among IDU,34,Individuals with Prevalence HIV Disease Among IDU,2012
Somerset,56,42,111,56,"(39.9714629901, -79.0310020611)",,Non Report. Suppressed count for Individuals New Diagnoses HIV Disease,86,Individuals with Prevalence HIV Disease,,Non Report. Suppressed count for New Diagnoses HIV Disease among IDU,35,Individuals with  Prevalence HIV Disease Among IDU,2013
Somerset,56,42,111,56,"(39.9714629901, -79.0310020611)",,Non Report. Suppressed count for Individuals New Diagnoses HIV Disease,86,Individuals with Prevalence HIV Disease,,Non Report. Suppressed count for New Diagnoses HIV Disease among IDU,35,Individuals with Prevalence HIV Disease Among IDU,2014
Somerset,56,42,111,56,"(39.9714629901, -79.0310020611)",,Non Report. Suppressed count for Individuals New Diagnoses HIV Disease,87,Individuals with Prevalence HIV Disease,,Non Report. Suppressed count for New Diagnoses HIV Disease among IDU,35,Individuals with  Prevalence HIV Disease Among IDU,2015
Somerset,56,42,111,56,"(39.9714629901, -79.0310020611)",,Non Report. Suppressed count for Individuals New Diagnoses HIV Disease,88,Individuals with Prevalence HIV Disease,,Non Report. Suppressed count for New Diagnoses HIV Disease among IDU,35,Individuals with Prevalence HIV Disease Among IDU,2016
Sullivan,57,42,113,57,"(41.4480993958, -76.5147922046)",,Non Report. Suppressed count for Individuals New Diagnoses HIV Disease,6,Individuals with Prevalence HIV Disease,,Non Report. Suppressed count for New Diagnoses HIV Disease among IDU,,Non Report. Suppressed count for Prevalence HIV Disease Among IDU,2012
Sullivan,57,42,113,57,"(41.4480993958, -76.5147922046)",,Non Report. Suppressed count for Individuals New Diagnoses HIV Disease,6,Individuals with Prevalence HIV Disease,,Non Report. Suppressed count for New Diagnoses HIV Disease among IDU,,Non Report. Suppressed count for Prevalence HIV Disease Among IDU,2013
Sullivan,57,42,113,57,"(41.4480993958, -76.5147922046)",,Non Report. Suppressed count for Individuals New Diagnoses HIV Disease,7,Individuals with Prevalence HIV Disease,,Non Report. Suppressed count for New Diagnoses HIV Disease among IDU,,Non Report. Suppressed count for Prevalence HIV Disease Among IDU,2014
Sullivan,57,42,113,57,"(41.4480993958, -76.5147922046)",,Non Report. Suppressed count for Individuals New Diagnoses HIV Disease,7,Individuals with Prevalence HIV Disease,,Non Report. Suppressed count for New Diagnoses HIV Disease among IDU,,Non Report. Suppressed count for Prevalence HIV Disease Among IDU,2015
Sullivan,57,42,113,57,"(41.4480993958, -76.5147922046)",,Non Report. Suppressed count for Individuals New Diagnoses HIV Disease,8,Individuals with Prevalence HIV Disease,,Non Report. Suppressed count for New Diagnoses HIV Disease among IDU,,Non Report. Suppressed count for Prevalence HIV Disease Among IDU,2016
Susquehanna,58,42,115,58,"(41.8205685982, -75.8025030296)",,Non Report. Suppressed count for Individuals New Diagnoses HIV Disease,18,Individuals with Prevalence HIV Disease,,Non Report. Suppressed count for New Diagnoses HIV Disease among IDU,5,Individuals with  Prevalence HIV Disease Among IDU,2012
Susquehanna,58,42,115,58,"(41.8205685982, -75.8025030296)",,Non Report. Suppressed count for Individuals New Diagnoses HIV Disease,18,Individuals with Prevalence HIV Disease,,Non Report. Suppressed count for New Diagnoses HIV Disease among IDU,5,Individuals with Prevalence HIV Disease Among IDU,2013
Susquehanna,58,42,115,58,"(41.8205685982, -75.8025030296)",,Non Report. Suppressed count for Individuals New Diagnoses HIV Disease,19,Individuals with Prevalence HIV Disease,,Non Report. Suppressed count for New Diagnoses HIV Disease among IDU,5,Individuals with  Prevalence HIV Disease Among IDU,2014
Susquehanna,58,42,115,58,"(41.8205685982, -75.8025030296)",,Non Report. Suppressed count for Individuals New Diagnoses HIV Disease,20,Individuals with Prevalence HIV Disease,,Non Report. Suppressed count for New Diagnoses HIV Disease among IDU,6,Individuals with  Prevalence HIV Disease Among IDU,2015
Susquehanna,58,42,115,58,"(41.8205685982, -75.8025030296)",,Non Report. Suppressed count for Individuals New Diagnoses HIV Disease,20,Individuals with Prevalence HIV Disease,,Non Report. Suppressed count for New Diagnoses HIV Disease among IDU,6,Individuals with Prevalence HIV Disease Among IDU,2016
Tioga,59,42,117,59,"(41.7733383358, -77.2578807579)",,Non Report. Suppressed count for Individuals New Diagnoses HIV Disease,20,Individuals with Prevalence HIV Disease,,Non Report. Suppressed count for New Diagnoses HIV Disease among IDU,,Non Report. Suppressed count for Prevalence HIV Disease Among IDU,2014
Tioga,59,42,117,59,"(41.7733383358, -77.2578807579)",,Non Report. Suppressed count for Individuals New Diagnoses HIV Disease,21,Individuals with Prevalence HIV Disease,,Non Report. Suppressed count for New Diagnoses HIV Disease among IDU,,Non Report. Suppressed count for Prevalence HIV Disease Among IDU,2012
Tioga,59,42,117,59,"(41.7733383358, -77.2578807579)",,Non Report. Suppressed count for Individuals New Diagnoses HIV Disease,21,Individuals with Prevalence HIV Disease,,Non Report. Suppressed count for New Diagnoses HIV Disease among IDU,,Non Report. Suppressed count for Prevalence HIV Disease Among IDU,2013
Tioga,59,42,117,59,"(41.7733383358, -77.2578807579)",,Non Report. Suppressed count for Individuals New Diagnoses HIV Disease,21,Individuals with Prevalence HIV Disease,,Non Report. Suppressed count for New Diagnoses HIV Disease among IDU,,Non Report. Suppressed count for Prevalence HIV Disease Among IDU,2015
Tioga,59,42,117,59,"(41.7733383358, -77.2578807579)",,Non Report. Suppressed count for Individuals New Diagnoses HIV Disease,21,Individuals with Prevalence HIV Disease,,Non Report. Suppressed count for New Diagnoses HIV Disease among IDU,,Non Report. Suppressed count for Prevalence HIV Disease Among IDU,2016
Union,60,42,119,60,"(40.9647313096, -77.0641580308)",,Non Report. Suppressed count for Individuals New Diagnoses HIV Disease,127,Individuals with Prevalence HIV Disease,,Non Report. Suppressed count for New Diagnoses HIV Disease among IDU,55,Individuals with  Prevalence HIV Disease Among IDU,2016
Union,60,42,119,60,"(40.9647313096, -77.0641580308)",,Non Report. Suppressed count for Individuals New Diagnoses HIV Disease,126,Individuals with Prevalence HIV Disease,,Non Report. Suppressed count for New Diagnoses HIV Disease among IDU,56,Individuals with  Prevalence HIV Disease Among IDU,2012
Union,60,42,119,60,"(40.9647313096, -77.0641580308)",,Non Report. Suppressed count for Individuals New Diagnoses HIV Disease,128,Individuals with Prevalence HIV Disease,,Non Report. Suppressed count for New Diagnoses HIV Disease among IDU,56,Individuals with Prevalence HIV Disease Among IDU,2015
Union,60,42,119,60,"(40.9647313096, -77.0641580308)",,Non Report. Suppressed count for Individuals New Diagnoses HIV Disease,127,Individuals with Prevalence HIV Disease,,Non Report. Suppressed count for New Diagnoses HIV Disease among IDU,57,Individuals with  Prevalence HIV Disease Among IDU,2014
Union,60,42,119,60,"(40.9647313096, -77.0641580308)",,Non Report. Suppressed count for Individuals New Diagnoses HIV Disease,128,Individuals with Prevalence HIV Disease,,Non Report. Suppressed count for New Diagnoses HIV Disease among IDU,57,Individuals with Prevalence HIV Disease Among IDU,2013
