State Name,FIPS State Code,Calendar Year,Calendar Month,Month Name,Date,County Code,FIPS County Code,County Name,MA Individuals,MA Children,State Fiscal Year
PA,42,2014,10,October,10/1/2014 0:00,54,107,Schuylkill,27478,12836,FY 2014-2015
PA,42,2014,11,November,11/1/2014 0:00,54,107,Schuylkill,27391,12804,FY 2014-2015
PA,42,2014,12,December,12/1/2014 0:00,54,107,Schuylkill,27425,12825,FY 2014-2015
PA,42,2015,1,January,1/1/2015 0:00,54,107,Schuylkill,28556,12913,FY 2014-2015
PA,42,2015,2,February,2/1/2015 0:00,54,107,Schuylkill,29171,12976,FY 2014-2015
PA,42,2015,3,March,3/1/2015 0:00,54,107,Schuylkill,29863,13105,FY 2014-2015
PA,42,2015,4,April,4/1/2015 0:00,54,107,Schuylkill,30277,13175,FY 2014-2015
PA,42,2015,5,May,5/1/2015 0:00,54,107,Schuylkill,30570,13178,FY 2014-2015
PA,42,2015,6,June,6/1/2015 0:00,54,107,Schuylkill,30843,13211,FY 2014-2015
PA,42,2015,7,July,7/1/2015 0:00,54,107,Schuylkill,31250,13331,FY 2015-2016
PA,42,2015,8,August,8/1/2015 0:00,54,107,Schuylkill,31558,13414,FY 2015-2016
PA,42,2015,9,September,9/1/2015 0:00,54,107,Schuylkill,31709,13425,FY 2015-2016
PA,42,2015,10,October,10/1/2015 0:00,54,107,Schuylkill,31992,13505,FY 2015-2016
PA,42,2015,11,November,11/1/2015 0:00,54,107,Schuylkill,32132,13482,FY 2015-2016
PA,42,2015,12,December,12/1/2015 0:00,54,107,Schuylkill,32587,13556,FY 2015-2016
PA,42,2016,1,January,1/1/2016 0:00,54,107,Schuylkill,32728,13558,FY 2015-2016
PA,42,2016,2,February,2/1/2016 0:00,54,107,Schuylkill,32823,13575,FY 2015-2016
PA,42,2016,3,March,3/1/2016 0:00,54,107,Schuylkill,33031,13598,FY 2015-2016
PA,42,2016,4,April,4/1/2016 0:00,54,107,Schuylkill,33081,13587,FY 2015-2016
PA,42,2016,5,May,5/1/2016 0:00,54,107,Schuylkill,33336,13634,FY 2015-2016
PA,42,2016,6,June,6/1/2016 0:00,54,107,Schuylkill,33389,13637,FY 2015-2016
PA,42,2016,7,July,7/1/2016 0:00,54,107,Schuylkill,33621,13629,FY 2016-2017
PA,42,2016,8,August,8/1/2016 0:00,54,107,Schuylkill,33664,13709,FY 2016-2017
PA,42,2016,9,September,9/1/2016 0:00,54,107,Schuylkill,33822,13825,FY 2016-2017
PA,42,2016,10,October,10/1/2016 0:00,54,107,Schuylkill,33927,13864,FY 2016-2017
PA,42,2016,11,November,11/1/2016 0:00,54,107,Schuylkill,33965,13852,FY 2016-2017
PA,42,2016,12,December,12/1/2016 0:00,54,107,Schuylkill,34038,13819,FY 2016-2017
PA,42,2017,1,January,1/1/2017 0:00,54,107,Schuylkill,34213,13812,FY 2016-2017
PA,42,2017,2,February,2/1/2017 0:00,54,107,Schuylkill,34210,13798,FY 2016-2017
PA,42,2017,3,March,3/1/2017 0:00,54,107,Schuylkill,34170,13752,FY 2016-2017
PA,42,2017,4,April,4/1/2017 0:00,54,107,Schuylkill,34269,13763,FY 2016-2017
PA,42,2017,5,May,5/1/2017 0:00,54,107,Schuylkill,34380,13785,FY 2016-2017
PA,42,2017,6,June,6/1/2017 0:00,54,107,Schuylkill,34451,13811,FY 2016-2017
PA,42,2017,7,July,7/1/2017 0:00,54,107,Schuylkill,34354,13775,FY 2017-2018
PA,42,2017,8,August,8/1/2017 0:00,54,107,Schuylkill,34469,13817,FY 2017-2018
PA,42,2017,9,September,9/1/2017 0:00,54,107,Schuylkill,34442,13841,FY 2017-2018
PA,42,2017,10,October,10/1/2017 0:00,54,107,Schuylkill,34646,13886,FY 2016-2017
PA,42,2017,11,November,11/1/2017 0:00,54,107,Schuylkill,34700,13913,FY 2016-2017
PA,42,2017,12,December,12/1/2017 0:00,54,107,Schuylkill,34653,13911,FY 2016-2017
PA,42,2018,1,January,1/1/2018 0:00,54,107,Schuylkill,34722,13914,FY 2017-2018
PA,42,2018,2,February,2/1/2018 0:00,54,107,Schuylkill,34639,13920,FY 2017-2018
PA,42,2018,3,March,3/1/2018 0:00,54,107,Schuylkill,34608,13922,FY 2017-2018
PA,42,2018,4,April,4/1/2018 0:00,54,107,Schuylkill,34310,13805,FY 2017-2018
PA,42,2018,5,May,5/1/2018 0:00,54,107,Schuylkill,34617,13951,FY 2017-2018
PA,42,2018,6,June,6/1/2018 0:00,54,107,Schuylkill,34398,13924,FY 2017-2018
PA,42,2018,7,July,7/1/2018 0:00,54,107,Schuylkill,34446,13979,FY 2018-2019
PA,42,2003,7,July,7/1/2003 0:00,55,109,Snyder,3894,1903,FY 2003-2004
PA,42,2003,8,August,8/1/2003 0:00,55,109,Snyder,3862,1876,FY 2003-2004
PA,42,2003,9,September,9/1/2003 0:00,55,109,Snyder,3913,1903,FY 2003-2004
PA,42,2003,10,October,10/1/2003 0:00,55,109,Snyder,3943,1895,FY 2003-2004
PA,42,2003,11,November,11/1/2003 0:00,55,109,Snyder,3917,1870,FY 2003-2004
PA,42,2003,12,December,12/1/2003 0:00,55,109,Snyder,3947,1885,FY 2003-2004
PA,42,2004,1,January,1/1/2004 0:00,55,109,Snyder,4048,1942,FY 2003-2004
PA,42,2004,2,February,2/1/2004 0:00,55,109,Snyder,4034,1935,FY 2003-2004
PA,42,2004,3,March,3/1/2004 0:00,55,109,Snyder,4094,1978,FY 2003-2004
PA,42,2004,4,April,4/1/2004 0:00,55,109,Snyder,4110,1984,FY 2003-2004
PA,42,2004,5,May,5/1/2004 0:00,55,109,Snyder,4165,2007,FY 2003-2004
PA,42,2004,6,June,6/1/2004 0:00,55,109,Snyder,4151,1981,FY 2003-2004
PA,42,2004,7,July,7/1/2004 0:00,55,109,Snyder,4208,2030,FY 2004-2005
PA,42,2004,8,August,8/1/2004 0:00,55,109,Snyder,4194,2030,FY 2004-2005
PA,42,2004,9,September,9/1/2004 0:00,55,109,Snyder,4123,2028,FY 2004-2005
PA,42,2004,10,October,10/1/2004 0:00,55,109,Snyder,4110,2003,FY 2004-2005
PA,42,2004,11,November,11/1/2004 0:00,55,109,Snyder,4132,1989,FY 2004-2005
PA,42,2004,12,December,12/1/2004 0:00,55,109,Snyder,4100,1967,FY 2004-2005
PA,42,2005,1,January,1/1/2005 0:00,55,109,Snyder,4175,1999,FY 2004-2005
PA,42,2005,2,February,2/1/2005 0:00,55,109,Snyder,4155,1993,FY 2004-2005
PA,42,2005,3,March,3/1/2005 0:00,55,109,Snyder,4194,1990,FY 2004-2005
PA,42,2005,4,April,4/1/2005 0:00,55,109,Snyder,4192,2011,FY 2004-2005
PA,42,2005,5,May,5/1/2005 0:00,55,109,Snyder,4223,2034,FY 2004-2005
PA,42,2005,6,June,6/1/2005 0:00,55,109,Snyder,4221,2036,FY 2004-2005
PA,42,2005,7,July,7/1/2005 0:00,55,109,Snyder,4272,2052,FY 2005-2006
PA,42,2005,8,August,8/1/2005 0:00,55,109,Snyder,4276,2040,FY 2005-2006
PA,42,2005,9,September,9/1/2005 0:00,55,109,Snyder,4322,2100,FY 2005-2006
PA,42,2005,10,October,10/1/2005 0:00,55,109,Snyder,4344,2082,FY 2005-2006
PA,42,2005,11,November,11/1/2005 0:00,55,109,Snyder,4356,2101,FY 2005-2006
PA,42,2005,12,December,12/1/2005 0:00,55,109,Snyder,4389,2123,FY 2005-2006
PA,42,2006,1,January,1/1/2006 0:00,55,109,Snyder,4377,2141,FY 2005-2006
PA,42,2006,2,February,2/1/2006 0:00,55,109,Snyder,4346,2105,FY 2005-2006
PA,42,2006,3,March,3/1/2006 0:00,55,109,Snyder,4393,2132,FY 2005-2006
PA,42,2006,4,April,4/1/2006 0:00,55,109,Snyder,4525,2219,FY 2005-2006
PA,42,2006,5,May,5/1/2006 0:00,55,109,Snyder,4516,2226,FY 2005-2006
PA,42,2006,6,June,6/1/2006 0:00,55,109,Snyder,4597,2263,FY 2005-2006
PA,42,2006,7,July,7/1/2006 0:00,55,109,Snyder,4618,2276,FY 2006-2007
PA,42,2006,8,August,8/1/2006 0:00,55,109,Snyder,4626,2298,FY 2006-2007
PA,42,2006,9,September,9/1/2006 0:00,55,109,Snyder,4620,2299,FY 2006-2007
PA,42,2006,10,October,10/1/2006 0:00,55,109,Snyder,4632,2288,FY 2006-2007
PA,42,2006,11,November,11/1/2006 0:00,55,109,Snyder,4581,2251,FY 2006-2007
PA,42,2006,12,December,12/1/2006 0:00,55,109,Snyder,4526,2222,FY 2006-2007
PA,42,2007,1,January,1/1/2007 0:00,55,109,Snyder,4540,2250,FY 2006-2007
PA,42,2007,2,February,2/1/2007 0:00,55,109,Snyder,4611,2278,FY 2006-2007
PA,42,2007,3,March,3/1/2007 0:00,55,109,Snyder,4639,2274,FY 2006-2007
PA,42,2007,4,April,4/1/2007 0:00,55,109,Snyder,4642,2297,FY 2006-2007
PA,42,2007,5,May,5/1/2007 0:00,55,109,Snyder,4594,2282,FY 2006-2007
PA,42,2007,6,June,6/1/2007 0:00,55,109,Snyder,4640,2305,FY 2006-2007
PA,42,2007,7,July,7/1/2007 0:00,55,109,Snyder,4669,2330,FY 2007-2008
PA,42,2007,8,August,8/1/2007 0:00,55,109,Snyder,4723,2344,FY 2007-2008
PA,42,2007,9,September,9/1/2007 0:00,55,109,Snyder,4742,2336,FY 2007-2008
PA,42,2007,10,October,10/1/2007 0:00,55,109,Snyder,4773,2367,FY 2007-2008
PA,42,2007,11,November,11/1/2007 0:00,55,109,Snyder,4634,2287,FY 2007-2008
PA,42,2007,12,December,12/1/2007 0:00,55,109,Snyder,4692,2326,FY 2007-2008
PA,42,2008,1,January,1/1/2008 0:00,55,109,Snyder,4742,2353,FY 2007-2008
PA,42,2008,2,February,2/1/2008 0:00,55,109,Snyder,4786,2384,FY 2007-2008
PA,42,2008,3,March,3/1/2008 0:00,55,109,Snyder,4911,2438,FY 2007-2008
PA,42,2008,4,April,4/1/2008 0:00,55,109,Snyder,4862,2412,FY 2007-2008
PA,42,2008,5,May,5/1/2008 0:00,55,109,Snyder,4967,2501,FY 2007-2008
PA,42,2008,6,June,6/1/2008 0:00,55,109,Snyder,4959,2465,FY 2007-2008
PA,42,2008,7,July,7/1/2008 0:00,55,109,Snyder,5104,2543,FY 2008-2009
PA,42,2008,8,August,8/1/2008 0:00,55,109,Snyder,5034,2537,FY 2008-2009
PA,42,2008,9,September,9/1/2008 0:00,55,109,Snyder,5074,2512,FY 2008-2009
PA,42,2008,10,October,10/1/2008 0:00,55,109,Snyder,5135,2573,FY 2008-2009
PA,42,2008,11,November,11/1/2008 0:00,55,109,Snyder,5143,2594,FY 2008-2009
PA,42,2008,12,December,12/1/2008 0:00,55,109,Snyder,5078,2521,FY 2008-2009
PA,42,2009,1,January,1/1/2009 0:00,55,109,Snyder,5117,2536,FY 2008-2009
PA,42,2009,2,February,2/1/2009 0:00,55,109,Snyder,5180,2580,FY 2008-2009
PA,42,2009,3,March,3/1/2009 0:00,55,109,Snyder,5173,2580,FY 2008-2009
PA,42,2009,4,April,4/1/2009 0:00,55,109,Snyder,5220,2602,FY 2008-2009
PA,42,2009,5,May,5/1/2009 0:00,55,109,Snyder,5247,2615,FY 2008-2009
PA,42,2009,6,June,6/1/2009 0:00,55,109,Snyder,5173,2562,FY 2008-2009
PA,42,2009,7,July,7/1/2009 0:00,55,109,Snyder,5338,2698,FY 2009-2010
PA,42,2009,8,August,8/1/2009 0:00,55,109,Snyder,5397,2721,FY 2009-2010
PA,42,2009,9,September,9/1/2009 0:00,55,109,Snyder,5355,2705,FY 2009-2010
PA,42,2009,10,October,10/1/2009 0:00,55,109,Snyder,5425,2743,FY 2009-2010
PA,42,2009,11,November,11/1/2009 0:00,55,109,Snyder,5388,2733,FY 2009-2010
PA,42,2009,12,December,12/1/2009 0:00,55,109,Snyder,5326,2683,FY 2009-2010
PA,42,2010,1,January,1/1/2010 0:00,55,109,Snyder,5372,2718,FY 2009-2010
PA,42,2010,2,February,2/1/2010 0:00,55,109,Snyder,5429,2732,FY 2009-2010
PA,42,2010,3,March,3/1/2010 0:00,55,109,Snyder,5523,2790,FY 2009-2010
PA,42,2010,4,April,4/1/2010 0:00,55,109,Snyder,5494,2774,FY 2009-2010
PA,42,2010,5,May,5/1/2010 0:00,55,109,Snyder,5521,2791,FY 2009-2010
PA,42,2010,6,June,6/1/2010 0:00,55,109,Snyder,5519,2780,FY 2009-2010
PA,42,2010,7,July,7/1/2010 0:00,55,109,Snyder,5573,2784,FY 2010-2011
PA,42,2010,8,August,8/1/2010 0:00,55,109,Snyder,5658,2840,FY 2010-2011
PA,42,2010,9,September,9/1/2010 0:00,55,109,Snyder,5602,2830,FY 2010-2011
PA,42,2010,10,October,10/1/2010 0:00,55,109,Snyder,5566,2783,FY 2010-2011
PA,42,2010,11,November,11/1/2010 0:00,55,109,Snyder,5543,2777,FY 2010-2011
PA,42,2010,12,December,12/1/2010 0:00,55,109,Snyder,5522,2786,FY 2010-2011
PA,42,2011,1,January,1/1/2011 0:00,55,109,Snyder,5637,2823,FY 2010-2011
PA,42,2011,2,February,2/1/2011 0:00,55,109,Snyder,5678,2843,FY 2010-2011
PA,42,2011,3,March,3/1/2011 0:00,55,109,Snyder,5717,2859,FY 2010-2011
PA,42,2011,4,April,4/1/2011 0:00,55,109,Snyder,5660,2829,FY 2010-2011
PA,42,2011,5,May,5/1/2011 0:00,55,109,Snyder,5642,2799,FY 2010-2011
PA,42,2011,6,June,6/1/2011 0:00,55,109,Snyder,5736,2827,FY 2010-2011
PA,42,2011,7,July,7/1/2011 0:00,55,109,Snyder,5743,2843,FY 2011-2012
PA,42,2011,8,August,8/1/2011 0:00,55,109,Snyder,5751,2857,FY 2011-2012
PA,42,2011,9,September,9/1/2011 0:00,55,109,Snyder,5676,2811,FY 2011-2012
PA,42,2011,10,October,10/1/2011 0:00,55,109,Snyder,5617,2818,FY 2011-2012
PA,42,2011,11,November,11/1/2011 0:00,55,109,Snyder,5454,2755,FY 2011-2012
PA,42,2011,12,December,12/1/2011 0:00,55,109,Snyder,5369,2612,FY 2011-2012
PA,42,2012,1,January,1/1/2012 0:00,55,109,Snyder,5347,2565,FY 2011-2012
PA,42,2012,2,February,2/1/2012 0:00,55,109,Snyder,5364,2582,FY 2011-2012
PA,42,2012,3,March,3/1/2012 0:00,55,109,Snyder,5384,2592,FY 2011-2012
PA,42,2012,4,April,4/1/2012 0:00,55,109,Snyder,5363,2590,FY 2011-2012
PA,42,2012,5,May,5/1/2012 0:00,55,109,Snyder,5399,2626,FY 2011-2012
PA,42,2012,6,June,6/1/2012 0:00,55,109,Snyder,5420,2646,FY 2011-2012
PA,42,2012,7,July,7/1/2012 0:00,55,109,Snyder,5484,2697,FY 2012-2013
PA,42,2012,8,August,8/1/2012 0:00,55,109,Snyder,5477,2695,FY 2012-2013
PA,42,2012,9,September,9/1/2012 0:00,55,109,Snyder,5455,2681,FY 2012-2013
PA,42,2012,10,October,10/1/2012 0:00,55,109,Snyder,5487,2716,FY 2012-2013
PA,42,2012,11,November,11/1/2012 0:00,55,109,Snyder,5475,2709,FY 2012-2013
PA,42,2012,12,December,12/1/2012 0:00,55,109,Snyder,5476,2718,FY 2012-2013
PA,42,2013,1,January,1/1/2013 0:00,55,109,Snyder,5517,2735,FY 2012-2013
PA,42,2013,2,February,2/1/2013 0:00,55,109,Snyder,5545,2754,FY 2012-2013
PA,42,2013,3,March,3/1/2013 0:00,55,109,Snyder,5586,2771,FY 2012-2013
PA,42,2013,4,April,4/1/2013 0:00,55,109,Snyder,5602,2776,FY 2012-2013
PA,42,2013,5,May,5/1/2013 0:00,55,109,Snyder,5585,2764,FY 2012-2013
PA,42,2013,6,June,6/1/2013 0:00,55,109,Snyder,5584,2767,FY 2012-2013
PA,42,2013,7,July,7/1/2013 0:00,55,109,Snyder,5646,2807,FY 2013-2014
PA,42,2013,8,August,8/1/2013 0:00,55,109,Snyder,5602,2770,FY 2013-2014
PA,42,2013,9,September,9/1/2013 0:00,55,109,Snyder,5547,2737,FY 2013-2014
PA,42,2013,10,October,10/1/2013 0:00,55,109,Snyder,5610,2766,FY 2013-2014
PA,42,2013,11,November,11/1/2013 0:00,55,109,Snyder,5654,2779,FY 2013-2014
PA,42,2013,12,December,12/1/2013 0:00,55,109,Snyder,5636,2774,FY 2013-2014
PA,42,2014,1,January,1/1/2014 0:00,55,109,Snyder,5672,2801,FY 2013-2014
PA,42,2014,2,February,2/1/2014 0:00,55,109,Snyder,5683,2805,FY 2013-2014
PA,42,2014,3,March,3/1/2014 0:00,55,109,Snyder,5790,2893,FY 2013-2014
PA,42,2014,4,April,4/1/2014 0:00,55,109,Snyder,5847,2940,FY 2013-2014
PA,42,2014,5,May,5/1/2014 0:00,55,109,Snyder,5787,2906,FY 2013-2014
PA,42,2014,6,June,6/1/2014 0:00,55,109,Snyder,5790,2935,FY 2013-2014
PA,42,2014,7,July,7/1/2014 0:00,55,109,Snyder,5840,3014,FY 2014-2015
PA,42,2014,8,August,8/1/2014 0:00,55,109,Snyder,5846,3038,FY 2014-2015
PA,42,2014,9,September,9/1/2014 0:00,55,109,Snyder,5887,3051,FY 2014-2015
PA,42,2014,10,October,10/1/2014 0:00,55,109,Snyder,5883,3066,FY 2014-2015
PA,42,2014,11,November,11/1/2014 0:00,55,109,Snyder,5837,3023,FY 2014-2015
PA,42,2014,12,December,12/1/2014 0:00,55,109,Snyder,5853,3037,FY 2014-2015
PA,42,2015,1,January,1/1/2015 0:00,55,109,Snyder,6157,3093,FY 2014-2015
PA,42,2015,2,February,2/1/2015 0:00,55,109,Snyder,6287,3097,FY 2014-2015
PA,42,2015,3,March,3/1/2015 0:00,55,109,Snyder,6455,3142,FY 2014-2015
PA,42,2015,4,April,4/1/2015 0:00,55,109,Snyder,6559,3168,FY 2014-2015
PA,42,2015,5,May,5/1/2015 0:00,55,109,Snyder,6562,3142,FY 2014-2015
PA,42,2015,6,June,6/1/2015 0:00,55,109,Snyder,6645,3163,FY 2014-2015
PA,42,2015,7,July,7/1/2015 0:00,55,109,Snyder,6702,3172,FY 2015-2016
PA,42,2015,8,August,8/1/2015 0:00,55,109,Snyder,6731,3147,FY 2015-2016
PA,42,2015,9,September,9/1/2015 0:00,55,109,Snyder,6749,3140,FY 2015-2016
PA,42,2015,10,October,10/1/2015 0:00,55,109,Snyder,6707,3087,FY 2015-2016
PA,42,2015,11,November,11/1/2015 0:00,55,109,Snyder,6643,3026,FY 2015-2016
PA,42,2015,12,December,12/1/2015 0:00,55,109,Snyder,6755,3050,FY 2015-2016
PA,42,2016,1,January,1/1/2016 0:00,55,109,Snyder,6745,3022,FY 2015-2016
PA,42,2016,2,February,2/1/2016 0:00,55,109,Snyder,6789,3045,FY 2015-2016
PA,42,2016,3,March,3/1/2016 0:00,55,109,Snyder,6811,3041,FY 2015-2016
PA,42,2016,4,April,4/1/2016 0:00,55,109,Snyder,6727,2989,FY 2015-2016
PA,42,2016,5,May,5/1/2016 0:00,55,109,Snyder,6781,3011,FY 2015-2016
PA,42,2016,6,June,6/1/2016 0:00,55,109,Snyder,6768,3014,FY 2015-2016
PA,42,2016,7,July,7/1/2016 0:00,55,109,Snyder,6749,2981,FY 2016-2017
PA,42,2016,8,August,8/1/2016 0:00,55,109,Snyder,6701,2953,FY 2016-2017
PA,42,2016,9,September,9/1/2016 0:00,55,109,Snyder,6659,2914,FY 2016-2017
PA,42,2016,10,October,10/1/2016 0:00,55,109,Snyder,6677,2930,FY 2016-2017
PA,42,2016,11,November,11/1/2016 0:00,55,109,Snyder,6643,2891,FY 2016-2017
PA,42,2016,12,December,12/1/2016 0:00,55,109,Snyder,6660,2893,FY 2016-2017
PA,42,2017,1,January,1/1/2017 0:00,55,109,Snyder,6703,2923,FY 2016-2017
PA,42,2017,2,February,2/1/2017 0:00,55,109,Snyder,6690,2899,FY 2016-2017
PA,42,2017,3,March,3/1/2017 0:00,55,109,Snyder,6697,2910,FY 2016-2017
PA,42,2017,4,April,4/1/2017 0:00,55,109,Snyder,6652,2904,FY 2016-2017
PA,42,2017,5,May,5/1/2017 0:00,55,109,Snyder,6633,2885,FY 2016-2017
PA,42,2017,6,June,6/1/2017 0:00,55,109,Snyder,6608,2872,FY 2016-2017
PA,42,2017,7,July,7/1/2017 0:00,55,109,Snyder,6613,2880,FY 2017-2018
PA,42,2017,8,August,8/1/2017 0:00,55,109,Snyder,6641,2882,FY 2017-2018
PA,42,2017,9,September,9/1/2017 0:00,55,109,Snyder,6615,2882,FY 2017-2018
PA,42,2017,10,October,10/1/2017 0:00,55,109,Snyder,6602,2859,FY 2016-2017
PA,42,2017,11,November,11/1/2017 0:00,55,109,Snyder,6719,2918,FY 2016-2017
PA,42,2017,12,December,12/1/2017 0:00,55,109,Snyder,6654,2873,FY 2016-2017
PA,42,2018,1,January,1/1/2018 0:00,55,109,Snyder,6669,2859,FY 2017-2018
PA,42,2018,2,February,2/1/2018 0:00,55,109,Snyder,6664,2869,FY 2017-2018
PA,42,2018,3,March,3/1/2018 0:00,55,109,Snyder,6634,2853,FY 2017-2018
PA,42,2018,4,April,4/1/2018 0:00,55,109,Snyder,6579,2827,FY 2017-2018
PA,42,2018,5,May,5/1/2018 0:00,55,109,Snyder,6671,2862,FY 2017-2018
PA,42,2018,6,June,6/1/2018 0:00,55,109,Snyder,6664,2858,FY 2017-2018
PA,42,2018,7,July,7/1/2018 0:00,55,109,Snyder,6684,2875,FY 2018-2019
PA,42,2003,7,July,7/1/2003 0:00,56,111,Somerset,11113,5300,FY 2003-2004
PA,42,2003,8,August,8/1/2003 0:00,56,111,Somerset,11262,5379,FY 2003-2004
PA,42,2003,9,September,9/1/2003 0:00,56,111,Somerset,11312,5394,FY 2003-2004
PA,42,2003,10,October,10/1/2003 0:00,56,111,Somerset,11280,5368,FY 2003-2004
PA,42,2003,11,November,11/1/2003 0:00,56,111,Somerset,11325,5387,FY 2003-2004
PA,42,2003,12,December,12/1/2003 0:00,56,111,Somerset,11238,5319,FY 2003-2004
PA,42,2004,1,January,1/1/2004 0:00,56,111,Somerset,11372,5371,FY 2003-2004
PA,42,2004,2,February,2/1/2004 0:00,56,111,Somerset,11444,5400,FY 2003-2004
PA,42,2004,3,March,3/1/2004 0:00,56,111,Somerset,11602,5479,FY 2003-2004
PA,42,2004,4,April,4/1/2004 0:00,56,111,Somerset,11619,5493,FY 2003-2004
PA,42,2004,5,May,5/1/2004 0:00,56,111,Somerset,11689,5529,FY 2003-2004
PA,42,2004,6,June,6/1/2004 0:00,56,111,Somerset,11734,5562,FY 2003-2004
PA,42,2004,7,July,7/1/2004 0:00,56,111,Somerset,11750,5551,FY 2004-2005
PA,42,2004,8,August,8/1/2004 0:00,56,111,Somerset,11882,5599,FY 2004-2005
PA,42,2004,9,September,9/1/2004 0:00,56,111,Somerset,11819,5571,FY 2004-2005
PA,42,2004,10,October,10/1/2004 0:00,56,111,Somerset,11828,5558,FY 2004-2005
PA,42,2004,11,November,11/1/2004 0:00,56,111,Somerset,11867,5591,FY 2004-2005
PA,42,2004,12,December,12/1/2004 0:00,56,111,Somerset,11765,5544,FY 2004-2005
PA,42,2005,1,January,1/1/2005 0:00,56,111,Somerset,11844,5581,FY 2004-2005
PA,42,2005,2,February,2/1/2005 0:00,56,111,Somerset,11751,5510,FY 2004-2005
PA,42,2005,3,March,3/1/2005 0:00,56,111,Somerset,11850,5567,FY 2004-2005
PA,42,2005,4,April,4/1/2005 0:00,56,111,Somerset,11909,5613,FY 2004-2005
PA,42,2005,5,May,5/1/2005 0:00,56,111,Somerset,11885,5594,FY 2004-2005
PA,42,2005,6,June,6/1/2005 0:00,56,111,Somerset,11848,5601,FY 2004-2005
PA,42,2005,7,July,7/1/2005 0:00,56,111,Somerset,11903,5625,FY 2005-2006
PA,42,2005,8,August,8/1/2005 0:00,56,111,Somerset,11863,5620,FY 2005-2006
PA,42,2005,9,September,9/1/2005 0:00,56,111,Somerset,11843,5606,FY 2005-2006
PA,42,2005,10,October,10/1/2005 0:00,56,111,Somerset,11917,5629,FY 2005-2006
PA,42,2005,11,November,11/1/2005 0:00,56,111,Somerset,11794,5539,FY 2005-2006
PA,42,2005,12,December,12/1/2005 0:00,56,111,Somerset,11774,5545,FY 2005-2006
PA,42,2006,1,January,1/1/2006 0:00,56,111,Somerset,11765,5518,FY 2005-2006
PA,42,2006,2,February,2/1/2006 0:00,56,111,Somerset,11731,5515,FY 2005-2006
PA,42,2006,3,March,3/1/2006 0:00,56,111,Somerset,11868,5641,FY 2005-2006
PA,42,2006,4,April,4/1/2006 0:00,56,111,Somerset,12297,5948,FY 2005-2006
PA,42,2006,5,May,5/1/2006 0:00,56,111,Somerset,12069,5799,FY 2005-2006
PA,42,2006,6,June,6/1/2006 0:00,56,111,Somerset,12153,5902,FY 2005-2006
PA,42,2006,7,July,7/1/2006 0:00,56,111,Somerset,12047,5877,FY 2006-2007
PA,42,2006,8,August,8/1/2006 0:00,56,111,Somerset,11873,5757,FY 2006-2007
PA,42,2006,9,September,9/1/2006 0:00,56,111,Somerset,11952,5803,FY 2006-2007
PA,42,2006,10,October,10/1/2006 0:00,56,111,Somerset,11975,5789,FY 2006-2007
PA,42,2006,11,November,11/1/2006 0:00,56,111,Somerset,11825,5689,FY 2006-2007
PA,42,2006,12,December,12/1/2006 0:00,56,111,Somerset,11680,5588,FY 2006-2007
PA,42,2007,1,January,1/1/2007 0:00,56,111,Somerset,11597,5547,FY 2006-2007
PA,42,2007,2,February,2/1/2007 0:00,56,111,Somerset,11701,5590,FY 2006-2007
PA,42,2007,3,March,3/1/2007 0:00,56,111,Somerset,11723,5597,FY 2006-2007
PA,42,2007,4,April,4/1/2007 0:00,56,111,Somerset,11767,5630,FY 2006-2007
PA,42,2007,5,May,5/1/2007 0:00,56,111,Somerset,11700,5580,FY 2006-2007
PA,42,2007,6,June,6/1/2007 0:00,56,111,Somerset,11621,5549,FY 2006-2007
PA,42,2007,7,July,7/1/2007 0:00,56,111,Somerset,11608,5547,FY 2007-2008
PA,42,2007,8,August,8/1/2007 0:00,56,111,Somerset,11653,5534,FY 2007-2008
PA,42,2007,9,September,9/1/2007 0:00,56,111,Somerset,11590,5491,FY 2007-2008
PA,42,2007,10,October,10/1/2007 0:00,56,111,Somerset,11606,5497,FY 2007-2008
PA,42,2007,11,November,11/1/2007 0:00,56,111,Somerset,11531,5436,FY 2007-2008
PA,42,2007,12,December,12/1/2007 0:00,56,111,Somerset,11551,5466,FY 2007-2008
PA,42,2008,1,January,1/1/2008 0:00,56,111,Somerset,11549,5469,FY 2007-2008
PA,42,2008,2,February,2/1/2008 0:00,56,111,Somerset,11473,5432,FY 2007-2008
PA,42,2008,3,March,3/1/2008 0:00,56,111,Somerset,11605,5528,FY 2007-2008
PA,42,2008,4,April,4/1/2008 0:00,56,111,Somerset,11705,5544,FY 2007-2008
PA,42,2008,5,May,5/1/2008 0:00,56,111,Somerset,11685,5498,FY 2007-2008
PA,42,2008,6,June,6/1/2008 0:00,56,111,Somerset,11640,5459,FY 2007-2008
PA,42,2008,7,July,7/1/2008 0:00,56,111,Somerset,11671,5440,FY 2008-2009
PA,42,2008,8,August,8/1/2008 0:00,56,111,Somerset,11629,5433,FY 2008-2009
PA,42,2008,9,September,9/1/2008 0:00,56,111,Somerset,11649,5445,FY 2008-2009
PA,42,2008,10,October,10/1/2008 0:00,56,111,Somerset,11720,5466,FY 2008-2009
PA,42,2008,11,November,11/1/2008 0:00,56,111,Somerset,11630,5397,FY 2008-2009
PA,42,2008,12,December,12/1/2008 0:00,56,111,Somerset,11640,5395,FY 2008-2009
PA,42,2009,1,January,1/1/2009 0:00,56,111,Somerset,11658,5426,FY 2008-2009
