County Name,Rate or Count,Type of Drug Class,Type of Rate or Count Measure,Time Measure,Year,Time Period,Quarter Date Start,County Code Number,County Code Text,State FIPS Code,County FIPS Code,Latitude/Longitude
MERCER,35224,Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2016,2016 Q3,7/1/2016,43,43,42,85,"(41.302377765, -80.2600941079)"
MIFFLIN,11738,Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2016,2016 Q3,7/1/2016,44,44,42,87,"(40.6127492804, -77.6200308901)"
MONROE,32699,Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2016,2016 Q3,7/1/2016,45,45,42,89,"(41.0609178653, -75.3408360302)"
MONTGOMERY,161751,Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2016,2016 Q3,7/1/2016,46,46,42,91,"(40.209898739, -75.3725200072)"
MONTOUR,6981,Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2016,2016 Q3,7/1/2016,47,47,42,93,"(41.0280182438, -76.6647052668)"
NORTHAMPTON,55923,Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2016,2016 Q3,7/1/2016,48,48,42,95,"(40.754595404, -75.3126372576)"
NORTHUMBERLAND,23119,Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2016,2016 Q3,7/1/2016,49,49,42,97,"(40.8515092572, -76.7118842273)"
PENNSYLVANIA,2829655,Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2016,2016 Q3,7/1/2016,0,0,42,0,"(39.346129, -75.167756)"
PERRY,6408,Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2016,2016 Q3,7/1/2016,50,50,42,99,"(40.4041531744, -77.2590738496)"
PHILADELPHIA,300968,Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2016,2016 Q3,7/1/2016,51,51,42,101,"(40.0044435384, -75.140236002)"
PIKE,9091,Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2016,2016 Q3,7/1/2016,52,52,42,103,"(41.332571995, -75.0327092448)"
POTTER,2514,Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2016,2016 Q3,7/1/2016,53,53,42,105,"(41.7442064382, -77.8987922939)"
SCHUYLKILL,32844,Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2016,2016 Q3,7/1/2016,54,54,42,107,"(40.707512431, -76.223323851)"
SNYDER,6548,Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2016,2016 Q3,7/1/2016,55,55,42,109,"(40.7711373692, -77.0725596804)"
SOMERSET,14808,Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2016,2016 Q3,7/1/2016,56,56,42,111,"(39.9714629901, -79.0310020611)"
SULLIVAN,639,Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2016,2016 Q3,7/1/2016,57,57,42,113,"(41.4480993958, -76.5147922046)"
SUSQUEHANNA,6197,Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2016,2016 Q3,7/1/2016,58,58,42,115,"(41.8205685982, -75.8025030296)"
TIOGA,8041,Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2016,2016 Q3,7/1/2016,59,59,42,117,"(41.7733383358, -77.2578807579)"
UNION,7144,Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2016,2016 Q3,7/1/2016,60,60,42,119,"(40.9647313096, -77.0641580308)"
VENANGO,12200,Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2016,2016 Q3,7/1/2016,61,61,42,121,"(41.4034125863, -79.7628656104)"
WARREN,8329,Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2016,2016 Q3,7/1/2016,62,62,42,123,"(41.8167523652, -79.278581578)"
WASHINGTON,52012,Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2016,2016 Q3,7/1/2016,63,63,42,125,"(40.1910966345, -80.2518008276)"
WAYNE,10623,Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2016,2016 Q3,7/1/2016,64,64,42,127,"(41.6496980525, -75.3051535022)"
WESTMORELAND,104620,Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2016,2016 Q3,7/1/2016,65,65,42,129,"(40.3103149985, -79.471341176)"
WYOMING,5693,Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2016,2016 Q3,7/1/2016,66,66,42,131,"(41.5189248803, -76.0181300338)"
YORK,75284,Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2016,2016 Q3,7/1/2016,67,67,42,133,"(39.9219253124, -76.7257605231)"
ADAMS,13422,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2016,2016 Q3,7/1/2016,1,1,42,1,"(39.8720956503, -77.2222427076)"
ALLEGHENY,326824,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2016,2016 Q3,7/1/2016,2,2,42,3,"(40.4673554298, -79.9861984282)"
ARMSTRONG,12938,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2016,2016 Q3,7/1/2016,3,3,42,5,"(40.8150952555, -79.4731689893)"
BEAVER,40365,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2016,2016 Q3,7/1/2016,4,4,42,7,"(40.6834924548, -80.3510735648)"
BEDFORD,7673,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2016,2016 Q3,7/1/2016,5,5,42,9,"(40.0073753643, -78.4911647381)"
BERKS,63816,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2016,2016 Q3,7/1/2016,6,6,42,11,"(40.4193963513, -75.9307732705)"
BLAIR,40698,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2016,2016 Q3,7/1/2016,7,7,42,13,"(40.4855502384, -78.349076871)"
BRADFORD,12889,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2016,2016 Q3,7/1/2016,8,8,42,15,"(41.7911781401, -76.5182562384)"
BUCKS,107884,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2016,2016 Q3,7/1/2016,9,9,42,17,"(40.335011331, -75.1129124111)"
BUTLER,41177,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2016,2016 Q3,7/1/2016,10,10,42,19,"(40.9108318483, -79.9171177889)"
CAMBRIA,36348,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2016,2016 Q3,7/1/2016,11,11,42,21,"(40.4912749067, -78.7189417385)"
CAMERON,1124,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2016,2016 Q3,7/1/2016,12,12,42,23,"(41.4388026531, -78.2091693241)"
CARBON,12109,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2016,2016 Q3,7/1/2016,13,13,42,25,"(40.9193670081, -75.7110703866)"
CENTRE,19612,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2016,2016 Q3,7/1/2016,14,14,42,27,"(40.9193135008, -77.8250011212)"
CHESTER,71524,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2016,2016 Q3,7/1/2016,15,15,42,29,"(39.9748705566, -75.7562649818)"
CLARION,6762,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2016,2016 Q3,7/1/2016,16,16,42,31,"(41.1927912877, -79.4248360769)"
CLEARFIELD,18351,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2016,2016 Q3,7/1/2016,17,17,42,33,"(41.0004290024, -78.4755834299)"
CLINTON,8657,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2016,2016 Q3,7/1/2016,18,18,42,35,"(41.2328627374, -77.6428376046)"
COLUMBIA,14475,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2016,2016 Q3,7/1/2016,19,19,42,37,"(41.0491208559, -76.4100217975)"
CRAWFORD,24369,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2016,2016 Q3,7/1/2016,20,20,42,39,"(41.6854690692, -80.1132108295)"
CUMBERLAND,46310,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2016,2016 Q3,7/1/2016,21,21,42,41,"(40.167598388, -77.268662705)"
DAUPHIN,51057,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2016,2016 Q3,7/1/2016,22,22,42,43,"(40.4197463597, -76.7796056802)"
DELAWARE,103722,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2016,2016 Q3,7/1/2016,23,23,42,45,"(39.9165786652, -75.4062771212)"
ELK,6874,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2016,2016 Q3,7/1/2016,24,24,42,47,"(41.4281941606, -78.6494771322)"
ERIE,64814,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2016,2016 Q3,7/1/2016,25,25,42,49,"(41.9941378702, -80.0407591036)"
FAYETTE,36206,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2016,2016 Q3,7/1/2016,26,26,42,51,"(39.919447803, -79.6518963464)"
FOREST,803,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2016,2016 Q3,7/1/2016,27,27,42,53,"(41.5135787577, -79.2378099483)"
FRANKLIN,27079,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2016,2016 Q3,7/1/2016,28,28,42,55,"(39.9278619704, -77.7239884483)"
FULTON,2815,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2016,2016 Q3,7/1/2016,29,29,42,57,"(39.9248751086, -78.1148504535)"
GREENE,7857,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2016,2016 Q3,7/1/2016,30,30,42,59,"(39.8548039342, -80.2294381655)"
HUNTINGDON,6665,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2016,2016 Q3,7/1/2016,31,31,42,61,"(40.4161050032, -77.9827661036)"
INDIANA,22496,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2016,2016 Q3,7/1/2016,32,32,42,63,"(40.6529549748, -79.0933349286)"
JEFFERSON,11883,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2016,2016 Q3,7/1/2016,33,33,42,65,"(41.1313909115, -79.0010181419)"
JUNIATA,3253,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2016,2016 Q3,7/1/2016,34,34,42,67,"(40.5343300836, -77.405775001)"
LACKAWANNA,61790,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2016,2016 Q3,7/1/2016,35,35,42,69,"(41.4391006428, -75.6121834524)"
LANCASTER,83152,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2016,2016 Q3,7/1/2016,36,36,42,71,"(40.0459079619, -76.2513876838)"
LAWRENCE,19737,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2016,2016 Q3,7/1/2016,37,37,42,73,"(40.9932503514, -80.3375411446)"
LEBANON,28035,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2016,2016 Q3,7/1/2016,38,38,42,75,"(40.3675970024, -76.4618257486)"
LEHIGH,78391,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2016,2016 Q3,7/1/2016,39,39,42,77,"(40.6146479416, -75.6009948118)"
LUZERNE,77129,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2016,2016 Q3,7/1/2016,40,40,42,79,"(41.1783643884, -75.991996098)"
LYCOMING,28287,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2016,2016 Q3,7/1/2016,41,41,42,81,"(41.3445979226, -77.069424568)"
MCKEAN,9382,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2016,2016 Q3,7/1/2016,42,42,42,83,"(41.810370736, -78.5712201998)"
MERCER,32867,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2016,2016 Q3,7/1/2016,43,43,42,85,"(41.302377765, -80.2600941079)"
MIFFLIN,10027,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2016,2016 Q3,7/1/2016,44,44,42,87,"(40.6127492804, -77.6200308901)"
MONROE,30399,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2016,2016 Q3,7/1/2016,45,45,42,89,"(41.0609178653, -75.3408360302)"
MONTGOMERY,150477,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2016,2016 Q3,7/1/2016,46,46,42,91,"(40.209898739, -75.3725200072)"
MONTOUR,6583,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2016,2016 Q3,7/1/2016,47,47,42,93,"(41.0280182438, -76.6647052668)"
NORTHAMPTON,53244,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2016,2016 Q3,7/1/2016,48,48,42,95,"(40.754595404, -75.3126372576)"
NORTHUMBERLAND,21177,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2016,2016 Q3,7/1/2016,49,49,42,97,"(40.8515092572, -76.7118842273)"
PENNSYLVANIA,2571168,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2016,2016 Q3,7/1/2016,0,0,42,0,"(39.346129, -75.167756)"
PERRY,5940,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2016,2016 Q3,7/1/2016,50,50,42,99,"(40.4041531744, -77.2590738496)"
PHILADELPHIA,281080,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2016,2016 Q3,7/1/2016,51,51,42,101,"(40.0044435384, -75.140236002)"
PIKE,8236,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2016,2016 Q3,7/1/2016,52,52,42,103,"(41.332571995, -75.0327092448)"
POTTER,2489,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2016,2016 Q3,7/1/2016,53,53,42,105,"(41.7442064382, -77.8987922939)"
SCHUYLKILL,30701,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2016,2016 Q3,7/1/2016,54,54,42,107,"(40.707512431, -76.223323851)"
SNYDER,6213,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2016,2016 Q3,7/1/2016,55,55,42,109,"(40.7711373692, -77.0725596804)"
CARBON,12615,Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2016,2016 Q4,10/1/2016,13,13,42,25,"(40.9193670081, -75.7110703866)"
SOMERSET,13633,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2016,2016 Q3,7/1/2016,56,56,42,111,"(39.9714629901, -79.0310020611)"
SULLIVAN,635,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2016,2016 Q3,7/1/2016,57,57,42,113,"(41.4480993958, -76.5147922046)"
SUSQUEHANNA,5873,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2016,2016 Q3,7/1/2016,58,58,42,115,"(41.8205685982, -75.8025030296)"
TIOGA,7502,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2016,2016 Q3,7/1/2016,59,59,42,117,"(41.7733383358, -77.2578807579)"
UNION,6867,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2016,2016 Q3,7/1/2016,60,60,42,119,"(40.9647313096, -77.0641580308)"
VENANGO,11110,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2016,2016 Q3,7/1/2016,61,61,42,121,"(41.4034125863, -79.7628656104)"
WARREN,7594,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2016,2016 Q3,7/1/2016,62,62,42,123,"(41.8167523652, -79.278581578)"
WASHINGTON,42359,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2016,2016 Q3,7/1/2016,63,63,42,125,"(40.1910966345, -80.2518008276)"
WAYNE,9782,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2016,2016 Q3,7/1/2016,64,64,42,127,"(41.6496980525, -75.3051535022)"
WESTMORELAND,91063,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2016,2016 Q3,7/1/2016,65,65,42,129,"(40.3103149985, -79.471341176)"
WYOMING,5582,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2016,2016 Q3,7/1/2016,66,66,42,131,"(41.5189248803, -76.0181300338)"
YORK,70981,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2016,2016 Q3,7/1/2016,67,67,42,133,"(39.9219253124, -76.7257605231)"
ADAMS,13932,Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2016,2016 Q4,10/1/2016,1,1,42,1,"(39.8720956503, -77.2222427076)"
ALLEGHENY,331808,Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2016,2016 Q4,10/1/2016,2,2,42,3,"(40.4673554298, -79.9861984282)"
ARMSTRONG,15426,Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2016,2016 Q4,10/1/2016,3,3,42,5,"(40.8150952555, -79.4731689893)"
BEAVER,43491,Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2016,2016 Q4,10/1/2016,4,4,42,7,"(40.6834924548, -80.3510735648)"
BEDFORD,7887,Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2016,2016 Q4,10/1/2016,5,5,42,9,"(40.0073753643, -78.4911647381)"
BERKS,65766,Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2016,2016 Q4,10/1/2016,6,6,42,11,"(40.4193963513, -75.9307732705)"
BLAIR,44839,Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2016,2016 Q4,10/1/2016,7,7,42,13,"(40.4855502384, -78.349076871)"
BRADFORD,13801,Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2016,2016 Q4,10/1/2016,8,8,42,15,"(41.7911781401, -76.5182562384)"
BUCKS,118876,Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2016,2016 Q4,10/1/2016,9,9,42,17,"(40.335011331, -75.1129124111)"
BUTLER,46315,Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2016,2016 Q4,10/1/2016,10,10,42,19,"(40.9108318483, -79.9171177889)"
CAMBRIA,41646,Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2016,2016 Q4,10/1/2016,11,11,42,21,"(40.4912749067, -78.7189417385)"
CAMERON,1096,Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2016,2016 Q4,10/1/2016,12,12,42,23,"(41.4388026531, -78.2091693241)"
CENTRE,20894,Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2016,2016 Q4,10/1/2016,14,14,42,27,"(40.9193135008, -77.8250011212)"
CHESTER,76473,Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2016,2016 Q4,10/1/2016,15,15,42,29,"(39.9748705566, -75.7562649818)"
CLARION,7294,Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2016,2016 Q4,10/1/2016,16,16,42,31,"(41.1927912877, -79.4248360769)"
CLEARFIELD,18444,Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2016,2016 Q4,10/1/2016,17,17,42,33,"(41.0004290024, -78.4755834299)"
CLINTON,10173,Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2016,2016 Q4,10/1/2016,18,18,42,35,"(41.2328627374, -77.6428376046)"
COLUMBIA,14645,Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2016,2016 Q4,10/1/2016,19,19,42,37,"(41.0491208559, -76.4100217975)"
CRAWFORD,25657,Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2016,2016 Q4,10/1/2016,20,20,42,39,"(41.6854690692, -80.1132108295)"
CUMBERLAND,47670,Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2016,2016 Q4,10/1/2016,21,21,42,41,"(40.167598388, -77.268662705)"
DAUPHIN,52836,Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2016,2016 Q4,10/1/2016,22,22,42,43,"(40.4197463597, -76.7796056802)"
DELAWARE,108909,Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2016,2016 Q4,10/1/2016,23,23,42,45,"(39.9165786652, -75.4062771212)"
ELK,7783,Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2016,2016 Q4,10/1/2016,24,24,42,47,"(41.4281941606, -78.6494771322)"
ERIE,72041,Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2016,2016 Q4,10/1/2016,25,25,42,49,"(41.9941378702, -80.0407591036)"
FAYETTE,41181,Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2016,2016 Q4,10/1/2016,26,26,42,51,"(39.919447803, -79.6518963464)"
FOREST,798,Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2016,2016 Q4,10/1/2016,27,27,42,53,"(41.5135787577, -79.2378099483)"
FRANKLIN,29299,Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2016,2016 Q4,10/1/2016,28,28,42,55,"(39.9278619704, -77.7239884483)"
FULTON,2930,Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2016,2016 Q4,10/1/2016,29,29,42,57,"(39.9248751086, -78.1148504535)"
GREENE,9011,Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2016,2016 Q4,10/1/2016,30,30,42,59,"(39.8548039342, -80.2294381655)"
HUNTINGDON,7060,Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2016,2016 Q4,10/1/2016,31,31,42,61,"(40.4161050032, -77.9827661036)"
INDIANA,25295,Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2016,2016 Q4,10/1/2016,32,32,42,63,"(40.6529549748, -79.0933349286)"
JEFFERSON,12270,Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2016,2016 Q4,10/1/2016,33,33,42,65,"(41.1313909115, -79.0010181419)"
JUNIATA,3647,Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2016,2016 Q4,10/1/2016,34,34,42,67,"(40.5343300836, -77.405775001)"
LACKAWANNA,74473,Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2016,2016 Q4,10/1/2016,35,35,42,69,"(41.4391006428, -75.6121834524)"
LANCASTER,86358,Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2016,2016 Q4,10/1/2016,36,36,42,71,"(40.0459079619, -76.2513876838)"
LAWRENCE,21913,Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2016,2016 Q4,10/1/2016,37,37,42,73,"(40.9932503514, -80.3375411446)"
LEBANON,28493,Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2016,2016 Q4,10/1/2016,38,38,42,75,"(40.3675970024, -76.4618257486)"
LEHIGH,78481,Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2016,2016 Q4,10/1/2016,39,39,42,77,"(40.6146479416, -75.6009948118)"
LUZERNE,85430,Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2016,2016 Q4,10/1/2016,40,40,42,79,"(41.1783643884, -75.991996098)"
LYCOMING,30536,Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2016,2016 Q4,10/1/2016,41,41,42,81,"(41.3445979226, -77.069424568)"
MCKEAN,9916,Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2016,2016 Q4,10/1/2016,42,42,42,83,"(41.810370736, -78.5712201998)"
MERCER,34358,Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2016,2016 Q4,10/1/2016,43,43,42,85,"(41.302377765, -80.2600941079)"
MIFFLIN,12379,Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2016,2016 Q4,10/1/2016,44,44,42,87,"(40.6127492804, -77.6200308901)"
MONROE,31976,Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2016,2016 Q4,10/1/2016,45,45,42,89,"(41.0609178653, -75.3408360302)"
MONTGOMERY,161834,Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2016,2016 Q4,10/1/2016,46,46,42,91,"(40.209898739, -75.3725200072)"
MONTOUR,6649,Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2016,2016 Q4,10/1/2016,47,47,42,93,"(41.0280182438, -76.6647052668)"
NORTHAMPTON,54631,Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2016,2016 Q4,10/1/2016,48,48,42,95,"(40.754595404, -75.3126372576)"
NORTHUMBERLAND,23212,Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2016,2016 Q4,10/1/2016,49,49,42,97,"(40.8515092572, -76.7118842273)"
PENNSYLVANIA,2738503,Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2016,2016 Q4,10/1/2016,0,0,42,0,"(39.346129, -75.167756)"
PERRY,6276,Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2016,2016 Q4,10/1/2016,50,50,42,99,"(40.4041531744, -77.2590738496)"
PHILADELPHIA,290793,Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2016,2016 Q4,10/1/2016,51,51,42,101,"(40.0044435384, -75.140236002)"
PIKE,8637,Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2016,2016 Q4,10/1/2016,52,52,42,103,"(41.332571995, -75.0327092448)"
POTTER,2600,Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2016,2016 Q4,10/1/2016,53,53,42,105,"(41.7442064382, -77.8987922939)"
SCHUYLKILL,31593,Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2016,2016 Q4,10/1/2016,54,54,42,107,"(40.707512431, -76.223323851)"
SNYDER,6598,Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2016,2016 Q4,10/1/2016,55,55,42,109,"(40.7711373692, -77.0725596804)"
SOMERSET,14810,Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2016,2016 Q4,10/1/2016,56,56,42,111,"(39.9714629901, -79.0310020611)"
SULLIVAN,686,Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2016,2016 Q4,10/1/2016,57,57,42,113,"(41.4480993958, -76.5147922046)"
SUSQUEHANNA,6171,Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2016,2016 Q4,10/1/2016,58,58,42,115,"(41.8205685982, -75.8025030296)"
TIOGA,7755,Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2016,2016 Q4,10/1/2016,59,59,42,117,"(41.7733383358, -77.2578807579)"
UNION,7369,Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2016,2016 Q4,10/1/2016,60,60,42,119,"(40.9647313096, -77.0641580308)"
VENANGO,11920,Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2016,2016 Q4,10/1/2016,61,61,42,121,"(41.4034125863, -79.7628656104)"
WARREN,8116,Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2016,2016 Q4,10/1/2016,62,62,42,123,"(41.8167523652, -79.278581578)"
WASHINGTON,51423,Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2016,2016 Q4,10/1/2016,63,63,42,125,"(40.1910966345, -80.2518008276)"
